prakrit	english
कोउगरहसपयट्टा गुरुजणसङ्काइ तह नित्तन्ती,रेहइ दोलारूढव्व कावि कुमरस्स निग्गमणे	Cougar laughter: The sighs of her master, Endlessly lingering, Remain indifferent Like the gooseflesh on a young cow."
लीलाचलन्तलोयणकुमरपलोयणविमुक्कनीसासा,मयणसरसल्लियङ्गिव्व नज्जए चउरसहियाहिं	Reflecting on the pastime of embracing one's lover, The God of Love steps in front of the woman Whose husband is abroad And sits beside her.
कावि हु चुम्बइ बालं अन्ना सहियाइ लग्गए गलए,अन्ना करेइ गीयं कावि हु उच्चं समुल्लवइ	"A poet kisses a child, Assumes the lover, And then sings a song to the former's lover.
लीलाचलन्तगीवो जत्तो जत्तो नियच्छइ कुमारो,सोहग्गमहो वड्ढइ तहिं तहिं नयरनारीणं	As the lover's song progresses, So does the daughter - in - law's, When she has grown happy, Like the dancer in a play.
एवं च समयणाहिं पुलइज्जन्तो स नयरनारीहिं,पत्तो कमेण सागरदत्तगिहासन्नभूभागे	And if time does not allow us to bridge the gulf, we shall find ourselves on a sliver of land beneath the sea.
दिट्ठो सुलोयणाए अवलोयणसण्ठियाइ तेणावि,दिट्ठा इमा सकज्जलसिणिद्धपिहुनयणसोहिल्ला	When she looks at you With such longing She is unable to stop staring at you Without blinking her eyes.
पुव्वभवब्भासाओ अवरोप्परदंसणाओ सञ्जाओ,अइगुरुओ अणुराओ तक्खणमेत्तेण दोण्हम्पि	Imagining the world, Looking down the road, Saying," "There are two ways to experience it.
अह निग्गओ तुरन्तो तुरङ्गमारूढविग्गहो कुमरो,देहेण न चित्तेणं सुलोयणारूवहयहियओ	"Ah, you fool, Aunt, Get up quickly, pick up your trumpet, But do not think of your body As that of a sulking wife.
पुट्ठो अणेण सुमई बालवयंसो वयसं! कस्सेसा,दप्पणवावडहत्था अवलोयणसण्ठिया जुवई?	You stupid girl, You look just like a baby! How old is this young man If he's been bullied and bullied all the time?"
एसा कुमर! सुलोयणनामा दइया सुबन्धुवणियस्स,सागरदत्तसुयस्स ओ इय भणिए सुमइणा कमसो	"Such a girl! Kindness comes from her gentle name, Kindness from the sea, And kindness from her husband." "This is how she put it.
आवाहिऊण तुरए समागओ नियगिहम्मि कणगरहो,मयणसरविहुरियङ्गो चिन्त्तइ तप्पावणोवायं	Come, join us as we travel together." "Were these the thoughts that filled my mind When I tried to escape?
किं मज्झ विभूईए किंवा अन्तउरेण रज्जेण?,जो तीए मुहकमले छप्पयलीलं न पावेमि	Is it because I'm nervous or because I can't see the redness in her face?
जइवि हु लोयविरुद्धं सुकुलुप्पन्नाण एरिसं कज्जं,तहवि हु तीए विउत्तो सत्तो धरिउं न जीयम्पि	If you are doing this out of courtesy towards the people, you have no right to continue in power."
नाऊण तीए भावं दूईसम्पेसणेण चित्तगयं,जइ ताव सावि इच्छइ खिवामि अन्तेउरे नियए	No, she does not; the second impression darkens the mood. But if she wants to die, I will arrange for her to come."
इय चिन्तिऊण तेणं पडुया पव्वाइया समाणत्ता,तह कुणसु तुमं भयवइ! जह सा मए पणइणी होइ	Think of it, That she has fallen at your feet And that you are so fearful! She must be my mistress."
तीएवि गन्तु वियणे तह सा आभासिया सुनिउणाए,जह पयडियसब्भावा हिययगयं झत्ति उल्लवइ	They are so deaf and drowsy That they almost hear the sound of the trumpet Because they are so eager to make love.
उव्विग्गा विव दीससि कीस तुमं पुत्ति! केण भे कज्जं?,आणेमि जेण अइदुल्लहम्पि नियमन्तसत्तीए	You stupid girl, why are you showing this? Is it because someone else has done it? I've brought this awful thing to you that makes you feel so guilty."
तीए भणियं भयवइ! मह हिययं दुल्लहं जणं महइ,निब्भग्गरोरपुरिसोव्व भोयणं चक्कवट्टिस्स	"She is scared! I have a girlfriend." "With one hand clutching at her skirt, She manages to slip away, Like a poor man's bow.
जह कावि सारमेई इच्छइ सीहेण सङ्गममलज्जा,तह चेव अहं भयवइ! सङ्गं इच्छामि कुमरेण	"As much as the poetess Saramei would like to mix sweetwood with mustard, I am in awe! I want to be with a girl like that.
तीए भणियं इदम्पि पुत्ति! आणेमि मन्तसत्तीए,कित्तियमेत्तं एयं मह मन्तो जत्थ विप्फुरइ	"That's my daughter - in - law!" "I muttered." "With how many words has my mind now begun to unravel?
मा पुत्ति! कुण विसायं जावं मन्तस्स तह पयच्छिस्सं,अज्जवि य कुमारेणं जह सङ्गो जायए तुज्झ	"My daughter, I want you to be happy. In this day and age, The girl wants to be with you As long as you are happy.
तह कायव्वं भयवइ! न होइ जह मज्झ लाघवं लोए,इय भणिऊणं तीए दिन्ना मुत्तावली नियया	So do be afraid!" "Nay, but let me tell you a little, For this day has been appointed for her by God.
पव्वाइयाए तत्तो गन्तुं कुमरस्स साहियं सव्वं,हरिसियमणेण तेणवि आणाविय निययपुरिसेहिं	The landowner's son has done everything for him, except bring him here every day."
अन्तेउरम्मि खित्ता सुलोयणा रागमोहियमणेण,अगणिय जणाववायं उल्लङ्घियनिययमज्जायं	A sulkiness in the attentions of a sulkier man, A reckless man, Makes one transgress the law of nature.
विन्नायवइरेहिं च साहियं नायरेहिं नरवइणो,तेणवि बहुप्पगारं सिक्खविओ महुरवयणेहिं	"Helpful are the men in white robes, For they have learned many things From the bees in the wild.
न य इच्छइ तं मोत्तुं ताहे नाऊण तस्स निब्बन्धं,रन्ना पउरा भणिया असमत्था अम्हे कुमरस्स	No, I don't want to kill him, but my name is Nibandh," said the girl, without saying a word.
सामेण ता न मुञ्चइ दण्डो कुमरम्मि तीरइ न काउं,ता खमह एक्कमेयं अवराहं अम्ह कुमरस्स	Because she does not want to face this punishment, The virgin will not forgive you, For once you have abandoned me, My virgin.
एयं नरवइवयणं सोऊणं नायरावि दीणमुहा,विच्छायनिराणन्दा जहागयं पडिगया सव्वे	It is a man made of gold, without a face to show for it, Like a ship wrecked by the stream of bees.
कणगरहोवि हु तीए सुरयसुहासत्तमाणसो निच्चं,कमसो सेसन्तेउरपरिभोगपरम्मुहो जाओ	I suspect she is enjoying the sunshine, at least for a few seconds, and getting used to it."
चिन्तेइ न रज्जठिइं न नीइ बाहिं न देइ अत्थाणं,सहिओ सुलोयणाए अच्छइ विविहाहिं कीलाहिं	Never mind the strings, Never give in to temptation, Always use your arms To comfort others."
एवं पभूयकालो वोलीणो तस्स रायतणयस्स,तीए अहिणवजोव्वणसुहफासपसत्तचित्तस्स	And when the Lord came, she was so forthright; she was always eager to taste the pleasures of youth.
अह अन्नया कयाइवि परिभूया हन्ति जायकोवाए,पुव्विं तस्सिट्ठाए देवीए रायसिरियाए	Oh! the earth teems with devils, And if anyone touches it, It's the God of Love
परिचरियपरिव्वाइयविदिन्नउम्मायकारओ चुन्नो,एगन्तपसुत्ताणं दोण्हवि सिरम्मि पक्खित्तो	The minister of medicine has chosen one doctor after the other; in this case, both doctors and nurses will be at hand.
तस्स य वसेण दोन्निवि सहसा उम्मत्तयाणि जायाणि,गायन्ति हसन्ति समुल्लवन्ति असमञ्जसं बहुहा	Once they are there, the two women usually make love, sing, laugh, and socialize quite harmoniously."
भीमरहेणवि तत्तो वाहरिया मन्ततन्तिया बहवे,तेवि हु करिन्ति किरियं भूयविगारॊत्ति मन्नन्ता	There are those who believe that God is able to do miracles, But those who disbelieve think that God's work is useless.
अविय काउं सरीररक्खं गाढं गहिऊण केवि मुद्दासु,पहणन्ति गुरुचवेडाघाएहिं कसप्पहारेहिं	On what occasions have they covered the whole body With their thick, intricate jewelry? They've covered the streets With gooseflesh."
आलिहिय मञ्ज 'लेसुं केवि हु विणिवेसिऊण उवउत्ता,अहिमन्तिय सिद्धत्थयघाएहिं हणन्ति पुणरुत्तं	Who is not captivated by a woman's breasts, That, like a good poem, Are weighty, compressed, and nicely ornamented?
केवि हु विरालतन्नयपुरीसमीसेहिं गुग्गुलाईहिं,उव्वरियम्मी खिवित्ता उद्धूवणियं पयच्छन्ति	Who is not captivated by a woman's breasts, That, like a good poem, Are weighty and nicely ornamented?
वायस्स विगारसङ्किरेहिं वेज्जेहिं विविहकिरियाओ,पारद्धाओ न उणो कोवि गुणो ताण सञ्जाओ	When the wind is blowing, You can think of many different things, But you cannot tell which ones are true.
उम्मत्तयरूवेणं पणट्ठचित्ताण वच्चए कालो,अह अन्नया पसुत्ते पाहरियजणम्मि रयणीए	Your eyes are black, But when they see your face They see a woman lying on the bed.
भञ्जित्ता नियलाइं निहुयं चिय निग्गयाइं नयरीओ,दोन्निवि भमन्ति सीउण्हवायबहुदुक्खतवियाइं	"They both flutter their wings, Take hold of each other's thighs, And turn their backs on each other.
इय नरवर! संसारे सुहिओ होऊण जायए दुहिओ,रायावि भमइ भिक्खं सुवइ महीए निरावरणो	"It is hell! The world should be happy If it is suffering. The shepherd treasures a widow's pastime.
पवराहारविलेवणआहरणविभूसियाइं होऊण,हिण्डन्ति ताइं भिक्खं गिहे गिहे दुक्खतवियाइं	When their gods are destroyed by fire and flame, they are like monks consumed by grief.
धूलीधूसरियाइं बालोहहसेज्जमाणचेट्ठाइं,हिण्डन्ति सुदीणाइं निवसियजरदण्डिखण्डाइं	The streets are dusty, The paths are grass - grown, The rivers are swollen, And the streets are strewn with dead people.
बालोहपेच्छणिज्जं बुहजणसंसोयणिज्जमच्चत्थं,पिच्छसु नरवर! जायं तं मिहुणं कम्मदोसेणं	"A boy's eyes are red, A girl's breasts are sagging, A man is slipping away! If you want to kiss him, You'd better stop.
एयं च ताव एवं,एत्तो उ पुरीए विजयनामाए,रत्तो 'णङ्गवईए भुञ्जइ घणवाहणो भोए	"Ah, such and such a thing!" "In his triumphant voice the charioteer roasted the oxen.
पडिबोहिओ सुहम्मेण सूरिणा जिट्ठभाउणा एसो,सहिओ 'णङ्गवईए पव्वइओ सूरिपासम्मि	"Friend, let me tell you the truth; It is only the sunshine of affection That makes a man happy.
एत्तो य धणवईवि हु वसुमइयाए सिणेहजुत्ताए,सहिओ पञ्चपयारे भुञ्जइ माणुस्सए भोए	"Here I am with my husband, Who lives in harmony with my wife; My friends live among five pyres roasted with human flesh.
जह सो मोहिलवणिओ रन्ना निव्वासिओ सदेसाओ,काऊण तहारुवं सुहफलयं किम्पणुट्ठाणं	As the forest fires burn, So do the trees in the shade, For there is something very special about the trees That are blossoming.
उववन्नो वेयड̣धे उत्तरसẹ̄धीए वेजयन्तपुरे,चित्तङ्गयस्स पुत्तो पुहवीइ सुमङ्गलो नाम	In spring, when the clouds are high, The son of a simple man Puts his name in gold."
साहियबहुविहविज्जो अह सो गयणङ्गणेण हिण्डन्तो,कइयावि मेहलावइपुरीए लीलाए सम्पत्तो	Friend, the abundance of wealth Is due to the fact that he walks on the lawns of the village streets.
हम्मियतलमारụधा ण्हायन्ती तेण वसुमई दिट्ठा,पुव्वभवब्भासाओ रत्तो सो तीइ रुवम्मि	The wretched girl's eyes were closed, Not knowing what to do with them, But she wept for him While he was abroad.
काउं धणवइरूवं उवभुत्ता तेण वसुमई मुद्धा,तीए सुरयपसत्तो धणवइरूवी ठिओ तत्थ	A bow twines itself around the hunter's wife; she is as sharp as a bow When scorched by the sun.
सो पुण धणवइवणिओ पुव्वभवोवत्तकम्मदोसेण,अवहरिय तेण मुक्को इहेव भरहे विणीयाए	Once again, the landowner's anger has been destroyed by the enemy, and now he must pay for his mistake.
सो तत्थ रिसहजिणवरवंसपसूयस्स दण्डवीरियस्स,केवलिणो पयमूले पव्वइओ जायनिव्वेओ	He was so jealous, So angry, So jealous, That he began to punish him, Only after he had proved his worth.
पुव्वसयसहस्साइं तीसं काऊण उग्गतवचरणं,उववण्णो ईसाणे देवो चन्दज्जुणो नाम	The earth is full of moonbeams; sometimes they sound like the name of the moon god."
परदारपसत्तो सो सुमङ्गलो तेण छिन्नवरविज्जो,मुक्को परओ माणूसनगस्स देवेण कुद्धेण	After the curtain had passed He went out into the open space, then turned And struck at the very tip of the God of Love's tongue."
पडिबोहिया उ देवेण वसुमई जायतिव्वसंवेगा,सूरिसुहम्मपवत्तिणिपयमूले अज्जिया जाता	When he falls asleep, The God of Love will spring back to life, And when he awakens, He will restore the soul To its original state.
एवं च अणङ्गवई वसुमइअज्जाइ संयुया तत्थ,मयहरिचन्दजसाए पयमूले कुणइ उग्गतवं	And when the sky was darkened by the clouds It was only the pretence of spring that made the sky blue.
अह अन्नया कयाइवि वियारभूमिं गयाहिं एयाहिं,दिट्ठं तं उम्मत्तं मिहुणं बहुडिम्भपरियरियं	"Ah, my dear, I have been to many a winter's land And now at last I see you sitting on top of a very tall tree.
उग्गायन्तं बहुहा नच्चन्तं धूलिधूसरसरीरं,तं दट्ठुमणङ्गवई सविसाया एवमुल्लवइ	A very ugly, dusty, swollen body, To look at it now and then Is an inexhaustible source of delights.
अज्जे! वसुमइ! एसा भगिणीइ सुलोयणाइ अणुहरइ,जरदण्डिखण्डवसणा गहगहियनरस्स पासत्था	"Ah! it is spring!" "whispered the sister - in - law, Exhausting her sulking breath As if it were the mouthful of jasmine.
भणियं च वसुमईए सुइरं निज्झाइऊण सविसायं,एसो सो कणगरहो एसावि सुलोयणा नूणं	"I suppose you have never slept so well As when you take a shower together." "This is how the poor girl got pregnant.
तत्तो गन्तुं दोहिवि महुरं आभासियं तयं जुयलं,उग्गायइ हसइ नच्चइ बोल्लइ असमञ्जसं बहुयं	So far, both women have shown that they are perfectly happy; they make fun of each other, they make jokes, and they talk nonsense.
ताहे दोवि जणाइं सुहम्मसूरिस्स पायमूलम्मि,करुणापराहिं अज्जाहिं ताहिं नीयाइं सविसायं	Then the two women share a happy childhood, But out of compassion they now seek forgiveness."
अइसयनाणी य गुरु पुट्ठो उम्मायकारणं ताहिं,गुरुणावि ताण सिट्ठो पुव्वुत्तो सयलवुत्तन्तो	Aunt, If the girl's son comes home with you, You can sit with him And make him happy.
भणिओ अज्जाहिं गुरु भयवं! जइ अत्थि कोवि पडिजोगो,ता एयाण पउञ्जह जइ पिच्छह किञ्चिं उवगारं	"My lord, I am afraid! If you ask me what happened, I will explain." "With these words the messenger slipped off in a faint.
तत्तो गुरुणा तेसिं दिन्नो उम्मायनासणपडिट्ठो,पडिजोगो जायाइं दोन्निवि अह सत्थचित्ताइं	So the Master gave them to us, so that we might both pray and pray, and they both came to us in good faith.
अह ताण वसुमईए सिट्ठो सव्वोवि पुव्ववुत्तन्तो,एयस्स गुरुपभावा नट्ठो तुम्हाण उम्माओ	It is the spring in your room, The flowers are everywhere blooming, And this, dear girl, Is what inspires you.
इय सोऊणं दोन्निवि सुहम्मसूरिस्स परमविणएण,वन्दन्ति चरणजुयलं अह सूरी भणिउमाढत्तो	These are the two most beautiful nights," said Suri, with a broad smile on her face.
भोगसुहलालसाणं परदाररयप्पियाण पुरिसाण,बहुविहविडम्बणाओ इह परलोए य जायन्ति	"Men who pursue the pleasures of love, though they may have many pretentious pleasures, find these pleasures abroad.
पावन्ति विसयतिसिया वहबन्धणमारणाइदुक्खाइं,नाऊण कुमर! एवं भोगपिवासं परिच्चयसु	Because she has reached her climax The misery of being tied up and killed Is nothing like a maiden! And please, dear girl, practice pleasure."
परदारपसत्तेणं जं पावं चिक्कणं तए बद्धं,पुप्फसरिसो विवागो रज्जब्भंसाइओ तस्स	When an opportunity finally offers itself, It is bound to fall by the wayside, But when it refuses, It's like a miracle."
एत्तोवि अणन्तगुणं कडुयविवागं फलं तु परलोए,पाविज्जइ दुव्विसहं नारयतिरियाइसंसरणे	So long have you been sowing the seeds of bitterness, Yet again you have borne the fruit Of greed, Which in turn has led you to sin.
एमाइदेसणाए आविब्भूयम्मि चरणपरिणामे,पव्वावियइं गुरुणा दोन्निवि निव्विन्नचित्ताइं	In this assembly, at each step of the aṃkṛṣṇa, we find two teachers with completely different points of view.
मयहरियाए पासे भगिणीजुयलेण सञ्जुया तत्तो,सम्मं गुरुविणयरया सुलोयणा कुणइ विविहतवं	When my brother's wife comes home with a fresh pair of spectacles She does it all herself, But only when her master's friends instruct her In various ways.
एवं चन्दजसाए पयमूले ताण अच्छमाणीणं,तिण्हम्पि हु भगिणीणं गयाणि बहुपुव्वलक्खाणि	And when the moon was full of moonbeams They reflected good light, And when they twirled their wings They gave rise to many voices."
मुणिणो कणगरहस्सवि घणवाहणसाहुणा समेयस्स,वोलीणाओ बहुया वरिसाणं कोडिकोडीओ	"Foolish girl, you'll have a lot of laughs." "With the help of many words The girls share a joke.
अह अणसणेण सूरि कालं काऊण बीयकप्पम्मि,जाओ ससिप्पहसुरो विमाणचन्दज्जुणाहिवई	"Ah, what a cruel man you are, Going out into the sunshine To feast your eyes on another man's breasts.
घणवाहणोवि मरिउं जाओ सामाणिओ सुरो तस्स,विज्जुप्पहॊत्ति इयरा देवी से चन्दरेहत्ति	If the God of Love dies, all hell breaks loose and the moon is worshiped by the gods.
वसुमइअज्जावि तहा पुव्वुवन्नस्स तत्थ देवस्स,चन्दज्जुणस्स जाया देवी चन्दप्पहा नाम	When the sky was darkened by the sun, the earth was illuminated by the moon; hence the name of the goddess Chandapaha."
एत्तो य सो सुबन्धू दइयाइ गुरुविरहसोयसंसत्तो,हट्टघरकाणणाईसु कत्थवि य धिइं अपाविन्तो	This is how the good wife treats her enemies: She does not complain to anyone about what they do in bed.
कणगरहस्स पउट्ठो चिन्तेन्तो विविहमारणोवायं,रोद्दज्झाणोवगओ विलवन्तो दीणवयणिल्लो	When one thinks of a mass of dead people, One thinks of various murders; When one speaks of a dead man, One imagines a poor man.
रयरमियहसियजम्पियसहरिसअवगुहणाइं दइयाए,पुणरुत्तं सुमरन्तो जाओ सो गहगहिउव्व	Judging by the qualities of his wife's character He will rise again in glory."
तओ निययघरम्मि न चिट्ठइ हिण्डइ उज्जाणकाणणइसु,कत्थ गया केण हिया कीस निलुक्का सि जम्पन्तो	You're not at home, you know, looking down the road. Where did you go? Someone told you," "Why, you fool, stop yoking?
कह रुट्ठा मह सुन्दरि! जेण न दंसेसि अप्पयं सिग्घं,हुं हुं दिट्ठा दिट्ठा पसीय मह देसु पडिवयणं	"What a fool Love has made of me! How stupid! If you cannot see me clearly enough, I will look you straight in the eye And forgive you for letting me down.
जं जं पिच्छइ लोयं तं तं पुच्छइ,तए पिया दिट्ठा?,एमाइं विलवमाणो नीहरिओ ताओ नयरीओ	Whenever the world is slipping away, he asks you," "Are these the eyes of a lover?"
उम्मत्तयरूवेणं हिडन्तो विविहगामनयरेसु,दुहिओ दीणो वियणो छुहापिवासाहिं सन्तत्तो	A girl's breasts are like a column of smoke rising from the fire of love, Like a bunch of peacock's tail feathers Waved by the conjuror to distract his audience.
कइयावि हु सम्पत्तो अणेयतावसजणाउरे रम्मे,नाणादुमसयगहणाम्मि आसमे विविहफलपउरे	Somebody should give me wealth, Or at least enjoy the pleasures of love, For, dear go - between, I hope, I may get a good deal of it.
तत्थ य से कुलवइणा मणयं सञ्जायसत्थचित्तस्स,नियधम्मो परिकहिओ तस्सवि सो परिणओ ताहे	Since that is the case, keep your wits to each other, follow the rules, and then the result will be the same.
गिण्हिय तावसदिक्खं दइयागुरुविरहजायवेरग्गो,कयकन्दफलाहारो घोरतवं चरिउमारद्धो	Counting the days, The ways of the God of Mercy, The ears of the fruit of the cucumber Reach to the very tip of the head.
दोमासियतेमासियचउम्मासाइयं तवं विविहं,काउं पभूयकालं अतुट्टवेराणुबन्धो सो	For two whole months," he said, "your period of absence will be so long, so that you will have different attachments.
मरिऊण य उववन्नो परमाहम्मियसुरेसु अम्बरिसी,उववन्नमेत्तओ सो पुव्वभवालोयणं कुणइ	When he dies, His Holiness will come, And when He returns, He will restore the earth.
नाऊण पुव्ववइरं विहङ्गनाणेण आसुरुत्तो सो,चिन्तेइ कत्थ वइरी सा वा मह दुट्ठमहिलत्ति?	He was so anxious to taste the fresh air That he wondered where the hell she was, That too with a heavy woman?
दुस्सीला सा पावा अणुरत्तं तह ममं परिच्चइय,आसत्ता कणगरहे सच्चिय ता वइरिणी पढमं	The wretched girl is so distressed by her husband's advances That she refuses to believe that he is telling her the truth.
तारिसदुक्खं दिन्नं तइया मह जेहिं दुट्ठसीलेहिं,इण्हिं गन्तुं दोन्निवि हन्तव्वाइं मए ताइं	The pain you caused me, as much as the pleasure you gave me, was the doing of my two husbands.
इय चिन्तिऊण वेगेण आगओ रोसफुरफुरन्तो सो,संलेहणसुसियङ्गो जत्थच्छइ कणगरहसाहू	Thinking how fast the wind was blowing, He burst into tears, Seeming to shake off the tight - knit breasts."
धम्मज्झाणोवगयस्स तस्स पडिमागयस्स रयणीए,पिउवणठियस्स मुणिणो घोरुवसग्गे कुणइ पावो	If you want to know the dharma, You have to kneel before the God of Love, Who is seated beside you on the horse.
काउं पिसायरूवं उक्कत्तइ निसियकत्तियाहत्थो,मंसाइं सरुहिराइं सम्भारियपुव्वकयवइरो	With a trembling hand Covered with gooseflesh, I recall how proud I was of my husband.
भीमट्टहासपुव्वं उड्ढं उक्खिविय खिवइ खोणीए,दुव्विसहगुरुकसाघायताडणं कुणइ पुणरुत्तं	The elephant leapt up from the bushes, Sucking in his breath between clenched teeth:" "He's been wounded twice.
मुञ्चइ धूलीवरिसं खणेण उवलोहपूरियं कुणई,जलणवरिसेण वरिसइ छिन्दइ खणेण अङ्गाइं	To munch on dust, to make a whole lot of it, Is like washing with water, To rip apart a part of one's body.
काऊण हत्थिरूवं सुतिक्खदन्तेहिं देई वेहाइं,नियकाइयाए सिञ्चइ लोलइ चलणेहिं भूमीए	Who is going to supply the paddy with water That will be sufficient to irrigate the land If one's hands are not tied?
किं बहुणा भणिएणं निग्घिणहियएण तेण असुरेण,मुणिदेहे दुव्विसहा विहियानरओवमा वियणा	Why so many people are saying," "He's innocent" "? They're both lying.
तीइ वियणाइ साहू अचलियचित्तो पसत्थसुहलेसो,धम्मज्झाणोवगओ निन्दन्तो निययदुच्चरियं	She is a widow, immovably minded, naturally happy, and is condemned to suffer the indignities of falsehood.
कयअणसणो महप्पा कालं काऊण बीयकप्पम्मि,चन्दज्जुणम्मि जाओ विहुप्पहो नाम देवॊत्ति	When the moon is full, There is great ecstasy, When the sky is darkened by the moonlight, God's name appears."
अम्बरिसी मुणिदेहं पाणविमुक्कम्पि गरुयरोसेणं,छिन्दिय सयहा पत्तो सुलोयणज्जासमीवम्मि	An ambrosial body, Bowed by the hot sun, Is like a bunch of peacock's tail feathers Pulled from a white sheet.
सावि हु पभायसमए काउस्सग्गे ठिया सुहज्झाणे,साहुणिमज्झोवगया सुमरावियपुव्वदुच्चरिया	Aunt, At the time of your husband's death You were always so pleasant, So full of affection, That you did not want to hurt his feelings.
लोहमयपुरिसपडिमं फुलिङ्गजालाउलं विउव्विय,पावे! परपुरिसपिए! अवगूहसु वल्लहं एयं	See how the image of the Iron Man is reflected in the flame of the flower, O lover of others! This is the power of the senses."
इय भणिय तेण समयं गाढं बन्धितु जलियदण्डेहिं,हणिऊण तक्खणेणं सावि तओ मारिया तेण	He said, "It is time we tied him to a burning stake and killed him with a sharp arrow.
अविचलियसुद्धभावा कालं काउं विहुप्पहसुरस्स,उप्पन्ना पियदेवी सयम्पभा नाम तत्थेव	A period of unshakable happiness, When one can think of abundant pleasures, Is named after the beloved goddess Syampabha."
इय भो नरवर! दट्ठुं रागद्दोसाण दारुणविवागं,दूरेण चयसु सङ्गं रागद्दोसेहिं पावेहिं	"It's a deadly poison! When you see it, you tremble with anger, But when you are far off, You can take it with you.
वहं विहाया ' 'सु पहिठ्ठमाणसो मुणीण सो अम्बरिसी सुराहमो,कयत्थमप्पाण मणे गणन्तो जहागयं ताहि गओ सठाणयं	He sighed," "You dimwit, You fool, I've no time for words." "When he reckoned with his wife What made him go to sleep?
एसोवि परिसमप्पइ सुलोयणाकणगरहवहो नाम,सुरसुन्दरीकहाए चोद्दसमो इह परिच्छेओ	"It is the fourteenth night of this beautiful night." "is the name of the town in Suloana's name.
अह सो कयसमणवहो अंवरिसी मुइयमाणसो तत्थ,निच्चं नेरइयाणं कयत्थणाजायगुरुतोसो	Oh, what a gentleman he is, For being such a recluse Makes him look like a criminal.
बन्धितु पावकम्मं तओ चुओ विहवपंसुलीगब्भे,उव्वन्नो सो तीए बहुविहकडुखारपाणेहिं	She is so wrapped up in her bondage to sin That she swallows much of her pain.
साडियदेहो रोद्दं झाणं आऊरिऊण नरयम्मि,मरिऊण सत्तपलिओ उववन्नो पढमपुढवीए	When the fire was kindled by the flicker of thunder, It went out of the man's hands And struck him on the head, He died instantly.
अणुहविय तिव्वदुक्खं नियआउक्खए तओवि उव्वट्टो,इह भरहे विप्पसुओ उववन्नो दुग्गओ नाम	The name of the poor man is such that he can hardly bear to look at his wife in distress."
दारिद्ददुक्खतविओ दिक्खं परिवाययाण घित्तूण,काउं अन्नणतवं उक्कडरोसो मओ तत्तो	Poverty and misery can all be seen in the traveler's house, for there must be something very wrong with the food he eats.
धरणिन्दस्स उ जाओ साहियपलियाउओ महाराओ,नामेण कालबाणो दिव्वमहारिद्धिसम्पन्नो	Go to the God of Love, O great King, Name the day when the sky was illuminated with the light of day.
तत्थवि सुमरियवइरो उवओगं देइ ताण दोण्हम्पि,ठाणवियाणणहेउं विभङ्गनाणेण सकसाओ	At the same time, Summer's arms twine around him, giving him the impression that her breasts are bristling.
तत्तियनाणाभावाउ बीयकप्पट्ठियाणि एयाणि,दिट्ठाणि न तेण तहिं पुणरुत्तकओवओगेवि	It is as if the gods have not looked upon you, nor caused you to look upon them again.
एवं वच्चइ कालो नरिन्द! सेसाउयस्स अह तस्स,भुञ्जित्तु दिव्वमोए थोवूणयअट्ठपलियाइं	And there is the black nerind! Shes been there, swooning, fluttering and bristling As if it were just another lipstick."
ईसाणकप्पवासी विहुप्पहो सो सुरो तओ चविउं,तुह पुत्तो उववन्नो कमलावइदेविकुच्छीए	The God of Love, Who dwells in the womb, Sucking in His breath, Thy Son lifts up the lotus of God.
दोहलपूरणहेउं परिब्भमन्ती पुरम्मि हत्थिगया,सत्तममासे नरवर! देवी कमलावई एसा	The elephant has reached the fullness of her body, Filling it with milk, And in her seventh month she is a man! Such is the lotus of God."
एत्थन्तरम्मि दिट्ठा कओवओगेण कालबाणेण,गव्वट्ठियनियवइरियदंसणसञ्जायरोसेण	Nowadays the sight of the God of Love is blackened by the effects of time, like the rose of God's fire.
आगम्म तओ तुरियं अहिट्ठिओ तेण कुञ्जरो सहसा,विच्छोलिन्तो लोयं वेगेण पहाविओ तेण	Next time you're here, Turiam, the mist will settle in, and the wind will speed up the crossing."
वडपायवसाहालग्गणेण नरवर! तुमम्मि उत्तरिए,गयणेण समुप्पइओ तेणेव अहिट्ठिओ हत्थी	"Foolish man, you're in hot water! There are plenty of people here who can hear you.
मणिसञ्जुयदेविकरपहारपरिविहुरिओ गयं मोत्तुं,जणणीसमयं मरिही गयणाओ निवडिओ वइरी	The God of Love has chosen the woman who at the moment of her birth dies to be the first to die.
इय चिन्तेन्तो नरवर! कयकिच्चो सो सुरो गओ ठाणं,देवीवि कुञ्जरगया पडिया गयणाओ सरतीरे	Think of it, hell! Somehow he's gotten the hang of it. Maybe the goddess is just slipping in a muddle."
उत्तरिऊण य तत्तो मिलिया सिरिदत्तसत्थवाहस्स,चलिया सत्थेण समं कुसग्गनयरम्मि नरनाह!	Answer: Well, if you've got the straight line, let's kill seven times as many dogs as you can!"
सत्थविलोवे जाए अडवीपडियाए तत्थ देवीए,जाओ पुत्तो दिट्ठो कओवओगेण देवेण	If you are in love with a demon, go and see the son of a cruel god.
अह पुणरवि सो देवो वइरं सरिऊण निग्घिणसहावो,सम्पत्तो वेगेणं देवीपासम्मि गुरुरोसो	Oh, God, again!" was the cry of the hunter's wife: "" Help me find a lover for God! ""
एवं भणमाणेणं पसुत्तकमलावईए अङ्काओ,नरवर! सो तुह पुत्तो हरिओ सुरकालबाणेण	And he said," "A lotus shoot, a man! So your son is lost In the jungle of Surkaal."
