prakrit	english
निट्ठुइयं खिरियं छिप्पियं च नीसन्दियं च पज्झरियं,वेयडियं पज्झुत्तं खचियं विच्छुरिययं जडियं	Silly girl, Silly boy, Stupid girl, We're stuck in the middle of nowhere.
वोलीणं वुक्कन्तं अइच्छियं वोलियं अइक्कन्तं,पडिहत्थम उद्धुमायं अहिरेमइयं च अप्फुण्णं	Volume is inexhaustible until it fades, volume is infinite until it disappears, and form is impermanent until it is exhausted.
हक्खुत्तं उच्चूढं उक्खित्तुप्पाडियाĩ उद्धरियं,कोवासियं वियसियं विणिद्दमुम्मिल्लमुप्फुल्लं	The hunter has raised the goose, The shepherd has lifted the buffalo, The cow is poisonous, The weeds are poisonous And the grass is worthless.
बज्जरिय-सिद्ध-सूइय-उप्फालिय-पिसुणियाĩ साहिययं,पव्वायं वसुयायं सुसियं वायं मिलाणत्थे	Bajariya - siddha - sueya - upafaliya - pishuniyya: Friend, the good old days are spent in pleasantries.
विच्छूढं उच्छित्तं पणुल्लियं पिल्लियं गलत्थिययं,पेढालनियक्कलवट्टुलाĩ परिमण्डलत्थंमि	I am the circumference of the circle, Like a scorpion climbing up and down And like a puppy falling down and down.
टिविडिक्कियचिञ्चिल्लियचिञ्चइयपसाहियाĩ मण्डिययं,आलुङ्खियम आलिद्धं छिक्कं छित्तं परामुसियं	Twiggy girl, Slender girl, Sweet girl, It's the vermilion tree, Stupid tree, Hanging on by its branches And hiding under its branches.
सामग्गियम अवयासियम आलिङ्गिययम उवऊढम ओसत्तं,अग्घइ छज्जइ रेहइ विरायए सोहए सहइ	Contentment, detachment, embrace, boundless excitement, The fire that burns brightly Resides happily ever after.
सइ अविरयम अविरामं अणुवेलं सन्तयं सया निच्चं,छायं छउयं लयणं तणुयं तलिणं किसं खामं	Say, without ceasing, A long silence follows, A shadow hides, A bow stretches, A quiver quivers, And what's the harm in that?
ललियं वग्गुं मञ्जुं मञ्जुलयं पेसलं कलं महुरं,कोमलयं सुहफंसं सोमालं पेलवं मउ य	A lotus is a clot, A rose is a garland, A jasmine is a pot, A beehive of nectar, A sweet lotus looks like a lotus.
वियडं विउलं पिहुलं वित्थिन्नं वित्थयं उरु विसालं,खउरियम उच्चिंवलयं पट्टुहियं जाण कलुसजलं	The weeds are gone, The vines are scattered, The rivulets are wide, The straw is piled high, And the water in the pond Is stinking.
गाढं बाढं बलियं धणियं दढमइसएण अच्चत्थं,सइदंसणं सइसुहं चिन्तादिट्ठंमि सइलम्भं	Deep is the fence, Strong is the bow; That is to say, I always think well of seeing the right one.
अब्भासं अब्भन्नं आसन्नं सविहमन्तियं नियडं,कलियं विइयं विण्णायम अहिगयं बुज्झियं मुणियं	Love is bound to come, Friendship is destined to be made, Love is instilled in the mind, Wisdom is sown in the heart.
सामलम असियं सामं कालं कसिणं सिएयरं कण्हं,सेयं सियं वलक्खं अवदायं पण्डु धवलं च	Samalam asiam Samayam kasam kaalam kaaman siyaram kaanum, seyam vaalakham avadayam pandu dhavalum.
कविलं कविसं पिङ्गं पिसङ्गयं पिङ्गयं कडारं च,अरुणं सोणं रत्तं पाडलम आयम्बिरं तम्बं	A poem pines like a poem, A poem pierces like a pyre, And a cauldron makes a river flow like blood.
फसलं सबलं सारं किम्मीरं चित्तलं च बोगिल्लं,इत्तो नामग्गामं गाहाचलणेसु चिन्तेमि	The harvest is plentiful, The fields are fragrant, And I think only of the roads leading to this village.
अमरावई सुरपुरी तिविट्ठयं तह सुरालओ नाऒ,अलया कुबेरनयरी तित्थाहिवई जिणो अरहा	Amaravai, Surapuri, Twilight, That is the name of that melody. Alaya, the arrow of the Tithahivai, the daughter of Kubernayari, Deserves to live.
कमला सिरी य लच्छी हेरम्बो गयमुहो गणाहिवई,रिक्खं उडु नक्खत्तं पुन्नयणा गुज्झया जक्खा	Kamala Siri ya lacchi herambo Gayamuhon ganahahivai, rudam udu naqqattam Punnyana gujjaaya jaqqa.
नन्दणम अमरुज्जाणं कणयगिरी सुरगिरी सुमेरू य,फलिहगिरी कइलासो विहस्सई सुरगुरू धिसणो	Nandanam is nectar - like immortality, Kanyagiri is fragrant, Fruit - like jasmine - Only a wise master can heal.
वासवसुओ जयन्तो पुलोमतणया सई य इन्दाणी,अइरावणो सुरगओ विज्जू सोयामणी य तडी	Vasavasu, Just like the waterfall in a pond, So does the river Indani, Only the heavenly heaven Vijju, Like the banks of the Soyamoni
असणी वज्जं कुलिसं सुराउहं तियसचावम इन्दधणुं,अङ्गारओ य भोमो उसणो सुक्को दइच्चगुरू	As if it were an ox, The plowman's son, And the rice farmer's daughter - in - law's wife. A dry day for him Is the mark of a long life.
भुयणं जयं च लोओ नरनाहो पत्थिवो निवो राया,मित्तो सही वयंसो मन्ती सइवो अमच्चो य	In the world, there is victory, In men, in women, And in death: Friend, we are right, In the mind, The soul is immortal.
अन्तेवासी सीसो छलिओ छप्पण्णओ छइल्लो य,अड्ढा इब्भा धणिणो बन्धू सयणो सणाही य	The inmate is only a child, There are fifty-six other children: The youngest is a rich man's friend, The youngest a farmer's son.
विप्पो दिओ दियाई य अङ्गया नन्दणा सुया तणया,अहियाओ कुलजाओ अणुजीवी सेवओ भिच्चो	Vippo diya ya angaya nandana suya thandaya, ahaya kulja, anujiva seva, bhikkho.
नीसामन्ना गरुया अहमा इयरा य पायया नीया,रहयारा वड्ढइणो वच्छीवा वच्छवाला य	The poor man has grown old, His limbs are worn out, His feet are bare, He must be growing old, Like a wolf or a bear.
सासाĩ छत्तधन्नाĩ गामणी भोइओ य गामवई,कुम्भारो य कुलालो गोवाला वल्लवा गोवा	Mother - in - law, Chhatradhanna, Gamani, Bhoi, Gamavai, Kumbharo, Kulalo, Gowala, Vallava Goans.
आवणिया वाणियया मायङ्गा तह जनङ्गमा पाणा,पाउग्गिओ य सहिओ केवट्टो धीवरो दासो	The doer speaks in tongues, The traveler in love with women, The poor fellow favors the poor servant.
बन्दीओ करमरिओ पुप्फच्चिणियाऒ पुप्फलाईओ,थम्भो थेवो विन्दू खव्वो हस्सो य वामणओ	Prisoners, blacksmiths, parrots, crickets, flies, The wasp, the crow, The crows, Laughs, etc., are the enemies of the people.
रोयणिया लामाओ मूओ मूयल्लिओ य तुण्हिक्को,वयपरिणामो य जरा थेरी जरई गयवया य	Crying lamas, Foolish girl, You're the only one who knows how to behave When one has grown old.
सोवणयं रइमन्दिरमाली तह माउया सही अत्ता,परयत्तो परछन्दो विक्खाओ विस्सुओ पयडो	Aunt, That's right, Mother - in - law! A shadow falls when you look at it, A whisper scares the scarecrow.
नक्खा नहा कररुहा केसा चिहुरा सिरोरुहा वाला,चलणा कमा य पाया पओहरा तह थणा सिहिणा	Nakkha naha karruha ke kaisa chihura siroruha wala, chalna kama ya paaya pawra tha taisa tha breast sweet.
पाणी हत्था य करा कत्ती चम्मम अइणं छवी खल्ला,दसणा रयणा दन्ता सिरोहरा कन्धरा गीवा	Pani hatha ya katti chammam ayyan chhamvi khalla, dasna rayana daanta, shirohra kaandhara geeva.
वयणं मुहं च आणणमच्छी नयणं च लोयणं नित्तं,नासा घाणं घोणा सीसं सिरम उत्तमङ्गं च	There's nothing wrong with having a mouth and nose, Nothing wrong with looking at someone else's face, It's just the top of your head That stinks.
भालम अलियं निडालं मंसू खड्डं च मासुरी कुच्चं,उयरं जढरं तुन्दं बप्फं बाही य नयणजलं	Bhalam alayam nidalam manasu kadam, masoori kuchcham, uttaram jadharam tum thudam buffum, Bahuda ya nayanam.
इन्दियम अक्खं करणं छाया कन्ती छवी य लायन्नं,पिसियं सुल्लं मंसं कीलालां सोणियं रुहिरं	India, How can one hide one's shadow From another's gaze? It's my husband's slap in the face, My daughter - in - law's tears.
खुङ्खुणओ नक्कसिरा वच्चं विट्ठा पुरीसमुच्चारो,लञ्छणम अङ्को चिन्धं घम्मजलं समजलं सेओ	Goose pimples, prickles, mustache marks, Sweat running down your cheeks Like sweat on a lotus.
रमणं तियं नियम्बो कच्छा कञ्ची य मेहला रसणा,मुत्तावली य हारो मउली मउडो किरीडो य	Raman, you are innocent, Kaccha, Kanji, Mehla, Rasna, Muttawali, Haro, Mauli, Maudo, Kirido.
नीरङ्गी अङ्गुट्ठी आहरणं भूसणं अलङ्कारो,विन्नासो विच्छित्ती कन्नायंसो य तलवत्तं	A limp thumb is an ornament to be worn when one is naked; Without it, one sighs, Like tears streaming down one's cheeks.
तलिमं तप्पं सयणं च अङ्गराओ विलेवणं चच्चा,बाउल्ली पुत्तलिया विवणी तह आवणो हट्ठो	There's something wrong with the bottom of the jug, Like the solubility of one's fingers and toes, Like telling a story about a spiky girl.
छत्ताइं आवत्ताĩ हंसयं नेउरं च मञ्जीरं,भद्दासणाĩ सीहासणाĩ उवहाणम ऊसीसं	Umbrellas are for women, hats are for men, bracelets are for husbands and wives, Bowls are for wives, Sweat is for wives and husbands for wives.
वायायणो गवक्खो अद्दाओ दप्पणो य आयरिसो,वेरुलिओ वेडुज्जो कलहोयं रुप्पयं रययं	The wind blows the cowherd's ear, The buffalo licks its tail, And the ox screeches loudly As if it were a riot.
सोवीरम आरनालं नेहो पिम्मं रसो य अणुराओ,पीढं विट्ठरम आसणम अहिरोहणिया य निस्सेणी	Forgive me, my lover, For not knowing what to wear When one is abroad But when one is absent As a guest In a most awkward position.
सीरं हलं च नङ्गलम आउहम अत्थं च पहरणं होइ,माढी कवयम उरत्थयम असिमुट्ठी पालिया य छरू	The plow and the plow are useless, We must wear them all the time, For with a good poem and an accurate one The whole body Depends on us.
चक्काĩ रहङ्गाइं सित्थं जीवा गुणो पडञ्चा य,तलिमं पट्ठं च तलं विवञ्चिया वल्लई वीणा	The virtues of the soul are manifested through the strings of the wheel, And the lute is played by the virtuoso strumming the strings.
छीरं पयं च दुद्धं सिसिरं दहियं चिरड्ढिहिल्लं च,अज्जं सप्पिं च घयं अमयं च सुहा य पीऊसं	Cheese, milk, sesame seeds, curd, and bitter jasmine - Today, my dear, I wish you all the best.
पारावओ कवोओ चडओ घरघण्टओ य कलविङ्को,चिल्ला घारी सउणी भिङ्घारी झिल्लिया चीरी	Paravo kavo, chadao ghar ghar ya kalavinko, cheela ghari sunni bhringari jhilliya cheeri.
चक्कायओ रहङ्गो कयवाओ कुक्कुडो य तम्बसिहो,वरलाओ हंसीओ कणइल्लो पूसओ कीरो	Stay awake, Cry aloud, Roast a cucumber or a mango, Laugh a lot, And wipe away the pollen grains.
गहरो वओ य गद्धो सारङ्गो चायओ य बप्पीहो,पिच्छाĩ पेहुणाइं नीडं निड्डं कुलायं च	Get out of the house, Donkey, Sarang, Tea or Bappi, The pursuer's wives need only sleep, Cool and cool.
कोलो किडी वराहो भुल्लुङ्की य भसुया महासद्दा,कलहो बालो हत्थी करेणुया गयवहू करिणी	Kolo kidi varaho bhullunki ya bhasuya mahasadda, kalho baalo, hasthi karrunuya gayahu karruni.
करिमयरो जलहत्थी कडुयाला कुम्बरा य लहुमच्छा,रिच्छो य अच्छहल्लो लङ्गूलं वालही छिप्पं	Aunt, A swarm of bees is hovering, A bitter gourd is on its way, And a scruffy langur is hiding under a bear's tail.
तालूरो आवत्तो कुलीरकुरुविल्लया य कक्कडया,उग्गालो छिञ्छोली जम्बालो खञ्जणो पङ्को	The plowman's son has come, The coolie's daughter - in - law has arrived, And the cucumber is ripe for harvest.
अयडो अडो य कूवो मेयलकन्ना य नम्मया रेवा,पल्ललमखायतल्लं पुक्खरिणी दीहिया सरसी	Ayado aado ya koovo meelakanna ya namaya rewa, Pallalamkhayathallam pukkarini dihya sarasi.
रोहो वप्पो य तडो सालूरा दद्दुरा य मण्डुक्का,अरहट्ठो घडिजन्तं केयारो वप्पिणं वप्पो	Roho vappo ya tado salura dadura ya mandukka, arhattho gharat tho keirao vappon vapjo.
नारुट्ठो कूसारो ओहारा कमढकच्छहा कुम्मा,गोयावरी य गोला डिण्डीरो पुप्फओ फेणो	Who is this go - between man and woman, That girl with big breasts Whose hair is tied in a bangle?
उवलो गावो य सिला तूहं तित्थं नईऎ उत्तारो,तण्हा तिसा पिवासा गुहिरम अगाहं च गम्भीरं	You're not as tall as that girl in the village, Are you? Her breasts are as heavy as those in the cave.
विरया तणुसरियाओ सेवालो सेवलं च जम्बालो,दोणीओ कुट्ठिम्बा कोटुम्भो जलकरप्फालो	Foolish women, Those who have nothing to lose Are like servants and servants: Both bow and arrow are like pots of water.
जाला अच्चीऒ सिहाउ अद्धरा सत्ततन्तुणो जन्ना,पाया कडया साणू कन्तारं काणणं रन्नं	Jala achhiyo, Adhara sattantuno janna, paaya kadaya saanu kadaram Kaanem ran amok.
सिङ्गं सिहरं कूडं साला साहा य साहुली डाला,कणई लयणी य लया कुसुमं पसवं पसूयं च	A lion sits on a lion's back, A tiger sits on its back, And a lioness stands by To guide the herd.
कुसमरओ मयरन्दो रेणू पंसू रओ पराओ य,कोसी समी य सिम्बा दलं पलासं छयं पत्तं	Kusumrao, mayrando, rennu, pansu, rao, yaar, kosi samay, Simmba dalam, palasa, chhayam patam.
छल्ली तया चुडुप्पं किसिलाइं पल्लवा पवाला य,तिङ्गिच्छी कमलरओ मलओ उज्जाणम आरामो	The peacock peeps at the parrot, The parrot licks at the flower petals, And the lotus shoots at its tip - Ujanam takes its rest.
जलहरणम आलवालं तोमरिगुण्डी य मञ्जरीगुण्डी,वल्लीउ वल्लरीओ थवया गुच्छा गुलुच्छा य	Jalharanam aalavalam tomarigundi ya manjarigundi, valliyu vallariyo thavaya bunch guluchcha ya
पत्तसमिद्धं पत्तलम आमेला चुब्भला य सेहरया,मल्लं माला दामं सद्दालं सिञ्जिरं कणिरं	A lotus is like a mango, Sweeter than nectar, Greener than jasmine, Brilliant than gold, Red as a garland And white as a bracelet.
उम्मालो निम्मल्लं गुविलं कलिलं च वल्लरं गहणं,दावो दवो वणग्गी खन्धग्गी खोडपज्जाली	Women, swallow your jasmine, your kadila and your valour, For the day has already arrived When you will have to dig deep into the mud.
वल्लरम अरन्नछित्तं गुट्ठं तह गोउलं वओ घोसो,छिप्पीरं च पलालं छलम अवएसो निहं च मिसं	The grasshopper is hiding in the thicket, The cow is hiding, The prawns are hiding, There's nothing left for him To do.
थूणा दियली बेली टङ्कच्छिण्णं झसं च छिण्णयडं,पक्कं पिक्कं परिणयम इक्खू उच्छू य उच्छुवणं	The spittle is twisted around the girl's waist, The blush is scattered all over her face, And I am about to spit it out.
वंसो वेणू वेलू य वञ्जुलो वेडसो य वाणीरो,तह जासुयणो य जवा फलिणी पियमा पियङ्गू य	A flute is like a flute, A bamboo shoot is like an ox, A cudgel is like the mouth of a snake, And like a fruit the lover drinks.
सिन्दोलं खज्जूरं अम्बा मायन्दचूयसहयारा,तरवट्टो पामाडो अम्बिलिया चिञ्चिणी चिञ्चा	Sindolam khajooram amba, My mind is consumed by greed, Tarvatto pamado ambilia, Chinchini chincha
कोहलिया कोहण्डी बरुओ सामुण्डुओ भमासो य,हयमारो कणवीरो सुलसा तह मञ्जुया तुलसी	Kohlia, kohundi, burru, samundu, bhamas, hayamaro, kanveero, sulsa, tulsi, manjua.
मयणाही कत्थूरी मलयरुहं चन्दणं च इक्कङ्गं,घणसारो कप्पूरो आमोओ परिमलो गन्धो	The mango is fragrant, The scent of jasmine, red rose, and sandalwood are abundant.
बिम्बवयं भल्लायं पायइया य वयली मयाली य,कण्टुल्लं कङ्कोडं मालूरं सिरिहलं बिल्लं	The image is of a good girl, Or of a lovely woman playing the flute: A cornucopia of thorns, A garland of garlands, A billow of reeds.
अमिलाणो कोरण्टो नलयं लामञ्जयं उसीरं च,पुन्नाओ सुरवन्नी भिसिणी नलिणी कमलिणी य	Amilano koranto, nalayam, lamanjayam, usiram, punnao, suravanni, bisini, naalini, kamalini ya.
सुरगोवो इन्दोवो कोलियया उन्ननाहम अक्कडया,मज्जारीऒ बिरालीऒ रासहो गद्दहो य खरो	Heaven or hell, Coolie or Unnaham, Stupid man or cat, Rasha or donkey, It's all right.
भोओ फडो फणत्थे कुण्डुल्लुयकोसिया उलूया य,रोमन्थो उग्गालो उक्खा वसहा य वच्छाणा	Foolish girl, If you want to hang on to that coil Which is hanging loose From the rafters, Try hanging on to it While it's still warm.
जन्तू सत्ता भूया य कोल्हुया जम्बुया य गोमाऊ,उडवो भावसगेहं गामहणं खेडयं पट्ठं	Whether the beast is in power, or whether the crow is dead, Or whether the cow has passed away, I will guide you with good sense Through the village and field.
उद्दोली दुव्वाली य फम्फमा कोउया करीसग्गी,पत्थारी सत्थरओ लेढुक्को लेडुओ लेडू	Foolish dove or pheasant, Who would do such a thing? A plowman's son is a good man, And a woman's brother is a bad man.
वारिज्जयं विवाहो तग्गयमणतप्परा य तल्लिच्छा,तुप्पाĩ कोउयाइं पईवपच्चत्थिणो वामा	Inheritance, marriage, etc., Or the desire to pursue them, Are the arrows that pierce a cowboy's tail.
दलियं दारुं कट्ठं पत्थयणं सम्बलं च पाहिज्जं,भावो वत्थु पयत्थो खुज्जं कुडिया कुडिल्लं च	I need the porridge, The wood, the stone, and all the energy I can muster. It's like drinking wine in a jug of water.
इन्दमहो कोमारो कोउयकुड्डाĩ कोउहल्लंमि,सुरही महू वसन्तो वासारत्तो य घणसमओ	The sun is hotter than the moon, I like cooler climes, Spring is sweeter than rain, And summer is a long time coming.
माया कवडं कइयवमहा दिणा वासरा दिया दियहा,तुहिणं हिमं तुसारं घणनिवहो कालिया महिया	Maya kavadam kayivamah dina vaasara diya hai, tumhein usmein tumhara kaanivaahon kaaliya mahia.
कुणवं सवं च मडयं पेयवणं पिउवणं मसाणं च,इङ्गालो अङ्गारो खायं तह खाइया परिहा	All flesh is drunk, all drink, all pleasure, But the yokel eats the coals, So eat the pariahs.
ओवाइयं नवसियं विग्घा पच्चूहम अन्तराया य,वेयल्लम असामत्थं सुहमाणन्दो सुहॆल्ली य	Avvaiyam navasiyam viggha paacchuham antaraya ya, vaillam asamatham suhamanando suhelli ya.
उग्घाओ आरम्भो सङ्खेवो सङ्गहो समासो य,निच्चं निययं सासयम अव्वाहारो अणालवओ	Begin early, gather often, make time for yourself, be patient, and never give up.
वावडया अक्खणिया सन्ना गुत्तं च नामम अहिहाणं,अत्ती वियणा पीडा संरम्भो अमरिसो मन्नू	Vavadaya akanya, sanna guttam, namam, ahinahanam, ati viyyana paineda, sambharambho amariso mannu.
मुल्लाĩ वेयणाइं पच्चग्गं अहिणवं च सज्जुक्कं,आवाओ पमुहमुरो हेला य अणायरो रीढा	The jasmine's bracelets are emerald green, Non - poisonous and fragrant. Come on, you fool, It's the anayor's spine that turns.
जाण करम्बं तोत्तडिम अवरत्तयम अणुसयं च अणुतावं,कूरं चण्डं ओयणम ओणयम ओयत्तम ओमत्थं	To know what to do, To parrot what is inexhaustible, To embrace what is impermanent, Is the essence of love, Like the moon to summer, Like Onam to winter.
थामं सारं च बलं थेवं लेसो लवो कला मत्ता,सारिच्छं समसीसी अदिही अरई य रणरणओ	Take all I have and gain all my strength, Art is but a matter of taste. For if you want to learn something You have to go the other way.
इत्तॊप्पं एवप्पभिइ सम्भमो आयरो पयत्तो य,मन्तुं विलियं विप्पियम अच्छरियं अब्भुयं चुज्जं	Here and now, my dear, It's as if I had a pot of wine. I suppose you could taste it yourself, My dear.
दीहत्तणम आयामो चवलं चडुलं च चञ्चलं तरलं,एमेय मुहा मुहिया केली नन्नं च परिहासो	Dehatnama ayamo chaval, chaadula, and panchalam talam, Aimee muha muhya, keli, nanna, are mere jokes.
पलओ निहणं णासो पुण्णं सुकयं च भागहेयं च,हित्थं विलियं लज्जियम अत्थाणी तह सहा परिसा	Fallen, withered, and decrepit, The plowman's wife must suffer the same fate As the landowner's son.
उन्नाहो उस्सेहो विक्खम्भो वित्थरो य परिणाहो,परिरम्भणम अवरुण्डणम आमोओ पहरिसो तोसो	Unnao, usse, vikram, vittha, yaar, parivartan, avarndanam, aamon, aapko, todo.
नट्टं लासं तण्डवम अणुपुव्विपरम्पराउ परिवाडी,आरक्खो पुररक्खो अब्भासो गुणणिया जुग्गो	Nattam laasa, tandavam, anuvviparampara, pariwadi, arakkho, purrakakho, abhasa, gunya, juggo.
अवहियम इक्कग्गमणं तद्दियसियदियसियाĩ अणुदियहं,ओलुग्गो नित्थामो दुज्जायं आवया वसणं	Ah! the absence of affection Is nothing like that of jealousy. Soon my wretched self will be gone, Like a poor man in distress.
छुट्टं मडहं लहुयं रप्फा वम्मीयवामलूरा य,पायालं च रसायलम आउलम आहित्थम उप्पित्थं	Chutta mudham, raphasa vammiyavamloora, payalam rasayalam, aulam aahiththam uppitham.
वेसाहो मन्थाणो सीलुट्टं चिब्भिडं च वालुङ्कं,कुम्भो कुडो य कलसो पिढरो ढमरो य कोलम्बो	Together we churn, We bend the sill and the buds of the hand, Together we knead, We knead and knead.
कुडिलं वङ्कं भङ्गुरम आएसो सासणं च निद्देसो,खिप्पं तुरियं सिग्घं छेया पेरन्तअद्धन्ता	The cucumber is brittle, The bed is slippery, And the bed is sleepy. Khipum turiyum sigham Chheeya parentadhanta
दीहं दीहरम आययम अहिउत्तो उज्जओ य उज्जुत्तो,कल्लो सत्थो य पडू हढो य मड्डा बलामोडी	The day is long, the morning is bright, the afternoon is long and the evening is long.
पउणं निरायमुज्जुयमोलइयं परिहियं पिणद्धं च,अवरिल्लम उत्तरिज्जं उयट्ठी उच्चओ नीवी	Love is immutable, Love is pure, Friendship is boundless, The heights are bound to increase, And the low is bound to decrease.
दुद्धियम अलाबु तुम्बं निबन्धणं कारणं नियाणं च,विलओ सूरत्थमणं सङ्खोहो सम्भमो तासो	Meditate, forgive and forgive, For if you refuse to meditate, There is no hope.
उल्लूरियम उक्कडियं जङ्घियमोसिङ्घियं च अग्घायं,निव्विट्ठं उवहुत्तं तिरोहियं पिहियम अन्तरियं	Ulluriyam ukkadiyam, jhangiyam moshingyam, agghayam, nivvitham uthattam, tirohiyam, pyhiyam antaryam.
उद्दालियम अच्छिन्नं अक्खित्तं अञ्छियं च कड्ढिययं,पन्नाडिययं परिहट्ठियं च ओसरियम ओसक्कं	Pride and dishonor, pride and vanity, Pride and deceit, Love and falsehood are the pleasures of love.
उत्थल्लियम उच्छलियं पच्छाइयनूमियाĩ वइयाइं,निद्धाडिययं नीणियमोहीरन्तं च सीयन्तं	Rising, rising, and setting are the pleasures of the west. Standing, low and bowed, They last only for a moment.
उन्नालियम उन्नामियम उवगयम उवसप्पियं च अल्लीणं,चुण्णइयं चुन्नाहयम उच्चिडिमं मुक्कम अज्जायं	Unnalayam unnamayam uvagayam uvasappiam illinam, chunnaiyam chunnahayam uchidimam mukkam ajjayam.
उद्धङ्कयम ऊसवियं फुडियं फलियं च दलियम उद्दरियं,संवॆल्लियं मउलियं परिहायं दुब्बलं झीणं	Udhankayam usvayam, fudiyam phuliyam, daliyam udadariyam, samveliyam mauliyam pariahayam, dubbalaam jheenam.
मुसुमूरिययं चुण्णियम उड्डिहिउक्खोडियाĩ उक्खित्तं,मुरुमुरियं तूरुइयं उन्नुइयं भुक्कियं जाण	Bees munch on raisins, bees fly, crickets fly, peacocks twitch, parrots trumpet, and gnats bark.
अवचियम उच्चिणियत्थे तडियं तड्डविययं विरल्लिययं,उव्वमियं उग्गिलियं छुहाइयं भुक्खियं छायं	Undisturbed, When high and dry, When thin and sparse, When low and high, When shallow and shallow, When dark and shadowy.
ताडियम आओडिययं निसुयं आयण्णियं निसामिययं,पज्जत्तं च पहुत्तं पणामियं दिण्णम उवणीयं	Tadyam aadiyam nisuyyam aayanam nisamiyyam, pajattam prabhutham panamiyam dinam unniyyam
सन्दिद्धं संसइयं घोलियढुण्ढुल्लियाĩ भमियत्थे,सन्दिट्ठं अप्पाहियम उल्लं तित्तं च तण्णायं	Suspicious samsara is like a thicket of mud on the ground, Suspicion is like an endless stream of tears.
रङ्खोलिरं पहोलिरम उव्वॆल्लं पसरियं पयल्लं च,सङ्कोडियं निउञ्चियम उत्तेजिययं च तोरवियं	Colourful jasmine, When it blooms, Spreads and blooms all over; Powdery neonchium, when it is hot, Stimulates the fire
ऊसित्तं ओलित्तं पयारियं वञ्चियं च वेलवियं,उब्भालियम उप्पुणियं लहुइयमोहामियं तुलियं	Ustithum ulitum payarum venkium veluvium, Ubbhalium uppinium lehuimohamium tulium.
पडिवन्नम अब्भुवगयं चिद्दवियं विउडियं विणासिययं,अइसइयं च विसेसियम उम्मुट्ठं पुञ्छियं फुसियं	Padi vannam abhuvagayam, chiddaviyam, vidyadam, vunasiyam, and speciality, ummutham, punshiyam, phusyam.
विक्खित्तयं पइण्णं खित्तं निग्घत्तियं च आइद्धं,उग्गाहियम उच्चालियम अङ्कुसइयम अङ्कुसायारं	Stupid girl, The road is bumpy and slippery, The roads are bumpy, The paths are steep and the roads are impassable.
आवडियं अब्भिडियं अहिड्डयं पीडियं परद्धं च,पम्हुट्ठं विम्हरियं चुलुचुलियं फन्दियं फुरियं	Awdium abvidium, Ahiddium pedium, Pardum pardum, Vimharium chulluchulium fundium furium.
भट्ठं फिडियं चुक्कं परिहूयं अहिलियं पराहूयं,परिदेवियं विलवियं विरोलियं मन्थियं महियं	The hearth, the fiddle, the chokha, the plow, The field, the pastime, The goddess, the flower, The bee, the bee.
धंसाडियं विमुक्कं गुण्डियम उद्धूलियं च धूसरियं,अक्कोसियं च सवियं भरिउल्लट्टं च वोसट्ठं	Dhansadiyam vimukkam, gundiyam, udhulyam, dhursariyam, akkosiyam, saviyam and bhariyullattam are all the same.
ओइण्णं ओयरियं गविट्ठमण्णेसियं विमग्गिययं,रेयवियं सुण्णइयं निमियं निहियं च निक्खित्तं	There is the wind, The rain, The frost, The sleet, The fire, And the fire.
भरियं लढियं सुमरियम ओसद्धं पाडियं निसुद्धं च,निसुढियम अक्कन्तभरोणयम उब्भडवेसं च उव्विव्वं	Full of struggle, Sumariyam was hot, dry and scorched was dry; without difficulty, unbroken and overflowing was the way to go.
समुहागयमोसरियं बिन्दुइयं कणइयं कणायण्णं,विरमालियं विहीरियमोरालिययं च मालिययं	Group songs: Moseriam, bindu, kanyanam, viramalyam, vihiriamoraliam, maliyam
तणुईकयम उल्लिहियं कप्परियं दारियं च निब्भिण्णं,उड्डीणं उप्पइयं जूरियम उत्तम्मियं नडियं	The grass is thin, The onions are white, The cucumbers are sweet, The rivers are salty, The flies are loud, The jewels are sharp, And the jasmine is brilliant.
नीहरियं निग्गिण्णं बद्धं सन्दाणियं नियलियं च,ऊयट्ठं वासहयं महमहियं निग्गयामोयं	The blue sky is closed, The evening sky is blue, The sky is white, And with it the stream of glory.
गुम्मइयं संमूढं फालियम ओरम्पियं च ओरत्तं,कज्जलइयं कसणियं कयपरिवेसं परिक्खित्तं	Gummaiyam samudra phalliyam orampiyyam orattam, Kajjalayam kasaniyam kayiparivesham parikshithyam.
वेढिययं परियालियम उत्थरिओवग्गियाĩ अक्कन्तं,परिलीणं च निलीणं गन्धुग्गिरणंमि निम्महियं	A creeper is like a pearl That has been plucked out of the eaves And stuck in the mud, Like a fragrance of nectar That does not wither.
निव्वडियं निम्मायं दाविययं दंसियं च दक्खवियं,तिक्खालियं निसायं पुलुट्ठयं पउलियं दड्ढं	The plowman's son is half dead, The hunter's daughter is two, And the hunter is one.
पल्हत्थियम उल्लण्डियम उच्छुण्णं मद्दियं च निद्दलियं,पेसवियं पट्ठवियं घडियं लग्गं च संसत्तं	Palhatthiyam ullandiyam uchuna madhyamam niddalyam, peshaviyam pathaviyam ghariyam lagnam samstam.
पयलाई ओहीरइ सक्कइ चयइ य तरेइ पारेइ,अव्वो छिन्नं वुच्छं सम्पइ इक्कक्कम अहिहाणं	A traveler knows what's best, chooses what he can afford, and only then can he see it all.
