prakrit	english
"""गेअच्छलेण भरिउं कस्स तुमं रुअसि णिब्भरुक्कण्ठं,मण्णुपडिरुद्धकण्ठद्धणिन्तखलिअक्खरुल्लावं"""	"""Whom are you crying to? Fill your eyes with cow - dung cakes. Scorch the ground with acacia flowers."" """""
"""वहलतमाहअराई अज्ज पउत्थो पई घरं सुण्णं,तह जग्गेसु सअज्जिअ ण जहा अम्हे मुसिज्जामो"""	"""It's pitch - dark outside, My husband left today, And the house is deserted. Please, neighbor, do keep watch: I don't want to be burgled."""
"""सञ्जीवणोसहं मिव सुअस्स रक्खइ अणण्णवावारा,सासू णवब्भदंसणकण्ठागअजीविअं सोण्हं"""	"""Life is dear to me, My husband is alive, Protecting my life, Like a good mother at the sight of her newborn son."""
"""णूणं हिअअणिहित्ताइ वससि जाआइ अम्ह हिअअम्मि,अण्णह मणोरहा मे साहसु कह तीअ विण्णाआ"""	"""You live in my heart With your wife locked in your own, So how can you explain it to me?"""
"""तइ सुहअ अईसन्ते तिस्सा अच्छीहि कण्णलग्गेहिं,दिण्णं घोलिरवाहेहि पाणिअं दंसणसुहाणं"""	"""You look so well, Your eyes are glued to my cheeks, The water in my eyes Succeeds in closing my eyes."""
"""उप्पॆक्खागअ तुह मुहदंसणपडिरुद्धजीविआसाइ,दुहिआइ मए कालो कॆत्तिअमॆत्तो व्व णेअव्वो"""	"""How much longer can I go on In this misery, My will to live dependent On seeing your face Revealed?"""
"""वोलीणालक्खिअरूअजॊव्वणा पुत्ति कं ण दूमेसि,दिट्ठा पणट्ठपोराणजणवआ जम्मभूमि व्व"""	"""You silly girl, Don't hurt the young man. When he sees you He is just like a farmer's son."" """""
"""परिओसविअसिएहिं भणिअं अच्छीहि तेण जणमज्झे,पडिवण्णं तीअ वि उव्वमन्तसेएहि अङ्गेहिं"""	"""She said to herself,"" ""It's all right, my dear."" ""When he said that, She looked away, And then her limbs trembled."""
"""ऎक्कक्कमसन्देसाणुराअवड्ढन्तकोउहल्लाइं,दुक्खं असमत्तमणोरहाइ अच्छन्ति मिहुणाइं"""	"""The pleasures of loneliness, Like an endless stream of tears, Are irresistible to the heart."""
"""जइ सो ण वल्लहॊ च्चिअ गॊत्तग्गहणेण तस्स सहि कीस,होइ मुहं ते रविअरफंसविसट्टं व तामरसं"""	"""If he is not dear to you, tell me, my friend, How come that at the mere mention of his name Your face opens like a lotus Touched by the rays of the sun?"""
"""माणदुमपरुसपवणस्स मामि सव्वङ्गणिव्वुइअरस्स,अवऊहणस्स भद्दं रइणाडअपुव्वरङ्गस्स"""	"""Proud mother, All my affection is for your husband, Not for nothing is the forest on fire Covered with acacia flowers."""
"""णिअआणुमाणणीसङ्क हिअअ दे पसिअ विरम ऎत्ताहे,अमुणिअपरमत्थजणाणुलग्ग कीस म्ह लहुएसि"""	"""Dear friend, Please lift me up from my slumber. Why are you bothering about knowing the true meaning of love?"""
"""ओसहिअजणो पइणा सलाहमाणेण अइचिरं हसिओ,चन्दो त्ति तुज्झ वअणे विइण्णकुसुमञ्जलिविलक्खो"""	"""That man's advice to your wife: Laugh all the time, For the moon looks like a lotus Bleached by your lips."""
"""झिज्जन्तेहि अणुदिणं पच्चक्खम्मि वि तुमम्मि अङ्गेहिं,वालअ पुच्छिज्जन्ती ण आणिमो कस्स किं भणिमो"""	"""If you ask me,'Why my body grows thinner by the day, I don't know what to say to whom."""
"""अङ्गाणं तणुआरअ सिक्खावअ दीहरोइअव्वाणं,विणआइक्कमआरअ मा मा णं पम्हसिज्जासु"""	"""First you taught me how to weep, Then you made me drink. Then I told you how long it would take for me To weep."""
"""अण्णह ण तीरइ च्चिअ परिवड्ढन्तगरुअं पिअअमस्स,मरणविणोएण विणा विरमावेउं विरहदुक्खं"""	"""There is no end to it, my dear, For the grief of separation Leaves me without a will to die."""
"""वण्णन्तीहि तुह गुणे वहुसो अम्हेहि छिञ्छईपुरओ,वालअ सअम एअ कओ सि दुल्लहो कस्स कुप्पामो"""	"""You're the only one who knows how to describe yourself, my darling. Whom else can I blame?"""
"""जाओ सो वि विलक्खो मए वि हसिऊण गाढम उवऊढो,पढमोसरिअस्स णिअंसणस्स गण्ठिं विमग्गन्तो"""	"""He was embarrassed But I laughed and gave him a hug When he groped for the knot Of my skirt and found it Already undone."" """""
"""कण्डुज्जुआ वराई अज्ज तए सा कआवराहेण,अलसाइअरुण्णविअम्भिआइ दिअहेण सिक्खविआ"""	"""The poor thing is a poor girl, Today she is a criminal, Tomorrow she will teach you how to weep."""
"""अवराहेहि वि ण तहा पत्तिअ जह मं इमेहि दुम्मेसि,अवहत्थिअसब्भावेहि सुहअ दक्खिण्णभणिएहिं"""	"""Dear friend, The wrongs you have done me Are nothing like as hurtful As these polite words devoid of true feeling."""
"""मा जूर पिआलिङ्गणसरहसभमिरीण वाहुलइआणं,तुण्हिक्क परुण्णेनं इमिणा माणंसिणि मुहेणं"""	"""Do not scold your wife for wearing a skirt That does not suit you."""
"""मा वच्च पुप्फलाविर देवा उअअञ्जलीहि तूसन्ति,गोलाणईअ पुत्तअ सीलुम्मूलाइ कूलाइं"""	"""My son, don't go picking flowers. The gods will spice it up, And the angels will spit on it."" """""
"""वअणे वअणम्मि चलन्तसीससुण्णावहाणहुङ्कारं,सहि देन्ती णीसासन्तरेसु कीस म्ह दूमेसि"""	"""Why are you bothering me While my face is still smeared with red ghee? You know what I mean when you tell me you're pregnant."""
"""सब्भावं पुच्छन्ती वालअ रोआविआ तुह पिआए,ण त्थि च्चिअ कअसवहं हासुम्मिस्सं भणन्तीए"""	"""You fool, When I asked what had really happened The girl's reply brought tears to my eyes:"" ""There's nothing wrong with saying that."" """""
"""ऎत्थ मए रमिअव्वं तीअ समं चिन्तिऊण हिअएण,पामरकरसेउल्ला णिवडइ तुवरी वविज्जन्ती"""	"""Here I am, Thinking the same way as her: The husks of a palm leaf Slipping off Like specks of turmeric."" """""
"""गहवइसुऒच्चिएसु वि फलहीवॆण्टेसु उअह वहुआइ,मोहं भमइ पुलइओ विलग्गसेअङ्गुली हत्थो"""	"""Look! The landowner's son has already plucked the cotton But his young daughter - in - law is wasting away, Losing all trace of her favorite."""
"""अज्जं मोहणसुहिअं मुअ त्ति मॊत्तुं पलाइए हलिए,दरफुडिअवॆण्टभारोणआइ हसिअं व फलहीए"""	"""Today, my dear, all I have to do is run away, Thinking how pleasantly surprised I am To see the plowman's wife smile and pluck up the fruit."""
"""णीसासुक्कम्पिअपुलइएहि जाणन्ति णच्चिउं धण्णा,अम्हारिसीहि दिट्ठे पिअम्मि अप्पा वि वीसरिओ"""	"""Lucky are they who catch a glimpse of you, Lucky are the ones who know how to dance. When they see you They completely forget about you."""
"""तणुएण वि तणुइज्जइ खीणेण वि खिज्जए वला इमिणा,मज्झत्थेण वि मज्झेण पुत्ति कह तुज्झ पडिवक्खो"""	"""Because you are thin, You are delicate, And because you are fragile, You make me miserable. How can I ever forgive you, my son?"""
"""वाहि व्व वॆज्जरहिओ धणरहिओ सअणमज्झवासो व्व,रिउरिद्धिदंसणं मिव दूसहणीओ तुह विओओ"""	"""Wayfarer, traveler, Friend of mine, The sight of you alone makes it difficult for me To bear your absence."""
"""को त्थ जअम्मि समत्थो थइउं वित्थिण्णणिम्मलुत्तुङ्गं,हिअअं तुज्झ णराहिव गअणं व पओहरे मॊत्तुं"""	"""How can I help you If you refuse to budge? Your whole body is a mass of mud, Like the nail marks on your cheek."""
"""आअण्णेइ अडअणा कुडुङ्गहॆट्ठम्मि दिण्णसङ्केआ,अग्गपअपॆल्लिआणं मम्मरअं जुण्णपत्ताणं"""	"""Dear friend, The fire that burns in your heart, Stirred by the rays of the sun, Is the ruin of my old self."""
"""अहिलेन्ति सुरहिणीससिअपरिमलावद्धमण्डलं भमरा,अमुणिअचन्दपरिहवं अपुव्वकमलं मुहं तिस्सा"""	"""Now behold, Bees cover the whole circumference of your face With lotuses That do not open When the moon is full."""
"""धीरावलंविरीअ वि गुरुअणपुरओ तुमम्मि वोलीणे,पडिओ से अच्छिणिमीलणेण पम्हट्ठिओ वाहो"""	"""In front of her parents She showed no emotion When you passed by, But a tear that clung to her lashes Fell when she closed her eyes."""
"""भरिमो से सअणपरंमुहीअ विअलन्तमाणपसराइ,कइअवसुत्तुव्वत्तणथणअलसप्पॆल्लणसुहॆल्लिं"""	"""I will never forget how she turned her back on me, When I tried to kiss her again And again."""
"""फग्गुच्छवणिद्दोसं केण वि कद्दमपसाहणं दिण्णं,थणअलसमुहपलॊट्टन्तसेअधोअं किणो धुअसि"""	"""Why are you trying to wash away that powder Which someone foolishly threw at you? It has already been washed away by the sweat Streaming off the nipples."""
"""किं ण भणिओ सि वालअ गामणिधूआइ गुरुअणसमक्खं,अणिमिसम ईसीसि वलन्तवअणणअणद्धतिट्ठेहिं"""	"""What do you mean she didn't say anything to you? It was the village headman's daughter - in - law's face. She stammered so much that she could not help laughing."" """""
"""णअणब्भन्तरघोलन्तवाहभरमन्थराइ दिट्ठीए,पुणरुत्तपॆच्छरीए वालअ किं जं ण भणिओ सि"""	"""You silly girl, How can you say she didn't say a word? She looked at you all the time But her eyes were red."" """""
"""जो सीसम्मि विइण्णो मज्झ जुआणेहि गणवई आसि,तं चिअ एण्हिं पणमामि हअजरे होहि सन्तुट्ठा"""	"""One who has sown seeds must first be grazed by young men; today I promise he will be satisfied with just that."""
"""अन्तोहुत्तं डज्झइ जाआसुण्णे घरे हलिअउत्तो,उक्खाअणिहाणाइ व रमिअट्ठाणाइ पॆच्छन्तो"""	"""In the house left empty by his wife's death The plowman is consumed by grief, Staring at where they used to make love As though at hiding places destroyed by fire."""
"""णिद्दाभङ्गो आवण्डुरत्तणं दीहरा अ णीसासा,जाअन्ति जस्स विरहे तेण समं कीरिसो माणो"""	"""The nights are long and the nights uneventful. But how can one be as proud As one who is separated?"""
"""तेण ण मरामि मण्णूहि पूरिआ अज्ज जेण रे सुहअ,तग्गअमणा मरन्ती मा तुज्झ पुणो वि लग्गिस्सं"""	"""That does not make me wretch, my dear. But as soon as I die I will dedicate myself to you again."""
"""अवरज्झसु वीसद्धं सव्वं ते सुहअ विसहिमो अम्हे,गुणणिब्भरम्मि हिअए पत्तिअ दोसा ण माअन्ति"""	"""Do your worst, have no fear: I can take anything from you, my dear. In my heart, so brimful of your virtues, There is no room for any faults."""
"""भरिउच्चरन्तपसरिअपिअसम्भरणपिसुणो वराईए,परिवाहो विअ दुक्खस्स वहइ णअणट्ठिओ वाहो"""	"""Tears flow from her eyes, Wafting from anger to anger, Like tears streaming down the cheeks of a woman in distress."""
"""जं जं करेसि जं जं जम्पसि जह जह तुमं णिअच्छेसि,तं तम अणुसिक्खिरीए दीहो दिअहो ण सम्पडइ"""	"""Everything you do, Everything you say, Every trick of your eyes - One day is too short."""
"""भण्डन्तीअ तणाइं सॊत्तुं दिण्णाइ जाइ पहिअस्स,ताइ च्चेअ पहाए अज्जा आअड्ढइ रुअन्ती"""	"""The traveler has become so addicted to gossip That he suddenly bursts into tears."" """""
"""वसणम्मि अणुव्विग्गा विहवम्मि अगव्विआ भए धीरा,हॊन्ति अहिण्णसहावा समेसु विसमेसु सप्पुरिसा"""	"""Be patient if the stream is uneven, Be vigilant when it is wide, Be careful not to fall into trouble When you are alone."""
"""अज्ज सहि केण गोसे कं पि मणे वल्लहं भरन्तेण,अम्हं मअणसराहअहिअअवणप्फोडणं गीअं"""	"""Today, my friend, Whoever it was who sang this song So early in the morning, He must have been thinking of some lover."" """""
"""उट्ठन्तमहारम्भे थणए दट्ठूण मुद्धवहुआए,ओसण्णकवोलाए णीससिअं पढमघरिणीए"""	"""When she saw the high breasts Of her husband's new wife The first wife sighed And her face fell."""
"""गरुअछुहाउलिअस्स वि वल्लहकरिणीमुहं भरन्तस्स,सरसो मुणालकवलो गअस्स हत्थॆ च्चिअ मिलाणो"""	"""Gorgeous girl, Face to face, Mustard seed, black lotus, Are you ready to meet your lover?"""
"""पसिअ पिए का कुविआ सुअणु तुमं परअणम्मि को कोवो,को हु परो णाह तुमं कीस अउण्णाण मे सत्ती"""	"""You silly girl, Why are you so angry at your lover, Who is jealous of you And why aren't you angry with yourself?"""
"""एहिसि तुमं ति णिमिसं व जग्गिअं जामिणीअ पढमद्धं,सेसं सन्तावपरव्वसाइ वरिसं व वोलीणं"""	"""That's how you stay awake three minutes, First thing in the morning, Then later on the following morning."" """""
"""अवलंवह मा सङ्कह ण इमा गहलङ्घिआ परिब्भमइ,अत्थक्कगज्जिउब्भन्तहित्थहिअआ पहिअजाआ"""	"""Catch her! No need to be afraid of this woman Running around in circles: She is not possessed by a demon, Just a traveler's wife Startled by a sudden thunderclap."""
"""केसररअविच्छड्डे मअरन्दो होइ जॆत्तिओ कमले,जइ भमर तॆत्तिओ अण्णहिं पि ता सोहसि भमन्तो"""	"""A swarm of gnats is as lethal as a flock of geese: If the swarm is too thin, You'd better rejoice."" """""
"""पॆच्छन्ति अणिमिसच्छा पहिआ हलिअस्स पिट्ठपण्डुरिअं,धूअं दुद्धसमुद्दुत्तरन्तलच्छिं विअ सअण्हा"""	"""The traveler looks down at the plowman's back, Unsure how long he has to walk, Smoke rising from the milkmaid's lap."" """""
"""कस्स भरसि त्ति भणिए को मे अत्थि त्ति जम्पमाणीए,उव्विग्गरोइरीए अम्हे वि रुआविआ तीए"""	"""Who are you to say that I have committed adultery?"" she asked, her voice shaking. ""Even I cry when I am angry."""
"""पाअपडिअं अहव्वे किं दाणि ण उट्ठवेसि भत्तारं,एअं चिअ अवसाणं दूरं पि गअस्स पॆम्मस्स"""	"""Your feet are a mess, so why don't you get up? They're a waste of time Yet to be consumed by love."" """""
"""तडविणिहिअग्गहत्था वारितरङ्गेहि घोलिरणिअंवा,सालूरी पडिविंवे पुरिसाअन्ति व्व पडिहाइ"""	"""With fingertips clutching the river bank, And hips gently moving with the waves, The landowner's wife bewails at the sight of her husband."""
"""सिक्करिअमणिअमुहवेविआइ धुअहत्थसिञ्जिअव्वाइ,सिक्खन्तु वोडहीओ कुसुम्भ तुम्हं पसाएण"""	"""Learn to suck in your breath, To shake your hand, To blow your nose."""
"""जॆत्तिअमॆत्ता रच्छा णिअंव कह तॆत्तिओ ण जाओ सि,जेण छिविज्जइ गुरुअणलज्जोसरिओ वि सो सुहओ"""	"""How angry you must feel To tell me you're not leaving, Even if it means being angry with your teacher."""
"""मरगअसूईविद्धं व मॊत्तिअं पिअइ आअअग्गीवो,मोरो पाउसआले तणग्गलग्गं उअअविन्दुं"""	"""In the rainy season The peacock, Stretching its long neck, Pecks at the raindrop That hangs on the tip of a grass blade."""
"""अज्जाइ णीलकञ्चुअभरिउव्वरिअं विहाइ थणवट्टं,जलभरिअजलहरन्तरदरुग्गअं चन्दविंवं व"""	"""Mother - in - law! The plowman's skirt is strewn all over the water, And the moon - eyed parrots hovering above it."" """""
"""राअविरुद्धं व कहं पहिओ पहिअस्स साहइ ससङ्कं,जत्तो अम्वाण दलं तत्तो दरणिग्गअं किं पि"""	"""How can one help a traveler Traveling against the law? As for the traveler's party, There is something wrong with the door."""
"""धण्णा ता महिलाओ जा दइअं सिविणए वि पॆच्छन्ति,णिद्द च्चिअ तेण विणा ण एइ का पॆच्छए सिविणं"""	"""Blessed are the women who, even at the moment of dreaming, feel compassion. But without sleep they have no more reason to dream."""
"""परिहरिअकणअकुण्डलगण्डत्थलमणहरेसु सवणेसु,अण्णुअ समअवसेणं परिहिज्जइ तालवॆण्टजुअं"""	"""Listen to the thunderous applause From the audience: A bunch of cool young men embrace in unison."" """""
"""मज्झण्हपत्थिअस्स वि गिम्हे पहिअस्स हरइ सन्तावं,हिअअट्ठिअजाआमुहमअङ्कजोण्हाजलप्पवहो"""	"""Even on a hot summer's day The traveler is lost In the midday heat, Thanks to the torrential rains that lash his face."" """""
"""भण को ण रूसइ जणो पत्थिज्जन्तो अदेसआलम्मि,रइवावडा रुवन्तं पिअं पि पुत्तं सवइ माआ"""	"""Tell me, Would you not get angry If someone were to come after you?"" said the mother, ""If my son comes home crying, I will take care of him."""
"""डज्झसि डज्झसु कुत्थसि कुत्थसु अह फुडसि हिअअ ता फुडसु,तह वि परिसेसिऒ च्चिअ सो खु मए गलिअसब्भावो"""	"""Fool, you're right; If you want to eat, you got to eat; But being annoying is the way to get rid of it."""
"""दट्ठूण रन्दतुण्डग्गणिग्गअं णिअसुअस्स दाढग्गं,भॊण्डी विणा वि कज्जेण गामणिअडे जवे चरइ"""	"""When he sees a flock of parrots Flying out of the hole in the rafters, With no other reason Than that the hen is grazing her young in the village pasture."""
"""हेलाकरग्गकड्ढिअजलरिक्कं साअरं पआसन्तो,जअइ अणिग्गहवडवग्गिभरिअगअणो गणाहिवई"""	"""The elephant tries to climb down from the rafters Into the swollen waters, But misses by a whisker."" """""
"""एएण च्चिअ कङ्कॆल्लि तुज्झ तं ण त्थि जं ण पज्जत्तं,उवमिज्जइ जं तुह पल्लवेण वरकामिणीहत्थो"""	"""Because you are a skeleton, There is nothing more for you to achieve: Your thighs, like those of a bridegroom, Are weighty."""
"""रसिअ विअड्ढ विलासिअ समअण्णुअ सच्चअं असोओ सि,वरजुवइचलणकमलाहओ वि जं विअससि सअण्हं"""	"""Aunt, You're right; It's the lotus of your mouth That makes you look so busy."""
"""वलिणो वाआवंहे चॊज्जं णिउणत्तणं च पअडन्तो,सुरसत्थकआणन्दो वामणरूवो हरी जअइ"""	"""A weak wind stirs the field, Calms the cool breeze, And with a steady stream of sunshine The Vamana trees turn green."""
"""विज्झाविज्जइ जलणो गहवइधूआइ वित्थअसिहो वि,अणुमरणघणालिङ्गणपिअअमसुहसिज्जिरङ्गीए"""	"""The lightning flashed, The fire flicked, And with it the wife's tears, As if she had tasted the pleasure Of embracing her dead husband."" """""
"""जारमसाणसमुब्भवभूइसुहप्फंससिज्जिरङ्गीए,ण समप्पइ णवकावालिणीअ उद्धूलणारम्भो"""	"""The pleasure of feeling poisoned By the rays of the sun, Can't stop a novice cunning girl From getting up"""
"""ऎक्को पण्हअइ थणो वीओ पुलएइ णहमुहालिहिओ,पुत्तस्स पिअअमस्स अ मज्झणिसण्णाइ घरिणीअ"""	"""One breast oozes milk, The other is covered with nail marks and gooseflesh:"" ""My son, my dear, This is a housewife sitting in the middle of the night."" """""
"""ऎत्ताइ च्चिअ मोहं जणेइ वालत्तणे वि वट्टन्ती,गामणिधुआ विसलअ व्व वड्ढिआ काहिइ अणत्थं"""	"""Though still a child, The village headman's daughter shows no signs of relenting. Once she is grown up She will mean nothing."""
"""अपहुप्पन्तं महिमण्डलम्मि णहसण्ठिअं चिरं हरिणो,ताराउप्फप्पअरञ्चिअं व तइअं पअं णमह"""	"""A swarm of gnats hangs over your face Like a column of white smoke rising from the sky."" """""
"""सुप्पउ तइओ वि गओ जामो त्ति सहीउ कीस मं भणह,सेहालिआण गन्धो ण देइ सॊत्तुं सुअह तुम्हे"""	"""Go to sleep! It's past three o'clock. How can you say that to me? The scent of jasmine makes sleep impossible. Try going to sleep yourself."" """""
"""कह सो ण सम्भरिज्जइ जो मे तह सण्ठिआइ अङ्गाइं,णिव्वत्तिए वि सुरए णिज्झाअइ सुरअरसिओ व्व"""	"""How can I not appreciate that man Who, even when I am well, Shows him the way When I'm well?"""
"""सुक्खन्तवहलकद्दमघम्मविसूरन्तकमढपाढीणं,दिट्ठं अइट्ठउव्वं कालेण तलं तडाअस्स"""	"""Summer makes you want to kneel at the bottom of the lake, To watch your feet grow paler, To look down into the water, To stare at your bottom."""
"""चोरिअरअसद्धालुणि मा पुत्ति भम्मसु अन्धआरम्मि,अहिअअरं लक्खिज्जसि तमभरिए दीवअसिह व्व"""	"""Child, if your heart is set on stealing, Don't go out in the dark, For the way you look At each other Is like a lamp burning brightly."""
"""वाहित्ता पडिवअणं ण देइ रूसेइ ऎक्कमॆक्कस्स,असई कज्जेण विणा पलिप्पमाणे णईकच्छे"""	"""She does not reply when spoken to And is annoyed at once, For no other reason than that the bush on the river bank is burning."""
"""आम असइ म्ह ओसर पइव्वए ण तुह मइलिअं गॊत्तं,किं उण जणस्स जाअ व्व चण्डिलं ता ण कामेमो"""	"""You must be right, I'm a loose woman. I don't know what's wrong with you. So you can leave me alone And I won't have sex again."" """""
"""णिद्दं लहन्ति कहिअं सुणन्ति खलिअक्खरं ण जम्पन्ति,जाहि ण दिट्ठो सि तुमं ताऒ च्चिअ सुहअ सुहिआओ"""	"""You look at me When I'm lying in bed And you don't answer when I open my eyes. To those who haven't seen you Is a pleasure in itself."""
"""वालअ तुमाइ दिण्णं कण्णे काऊण वोरसङ्घाडिं,लज्जालुइणी वि वहू घरं गआ गामरच्छाए"""	"""You silly girl, Even a shy wife has gone home After you gave her earrings to her husband's bangle."" """""
"""अह सो विलक्खहिअओ मए अहव्वाइ अगहिआणुणओ,परवज्जणच्चिरीहिं तुम्हेहि उवॆक्खिओ णिन्तो"""	"""Oh! you fool, Inasmuch as I refused to acknowledge your presence, You have shown yourself perfectly aloof When it comes to looking at others."""
"""दीसन्तो णअणसुहो णिव्वुदिजणणो करेहि वि छिवन्तो,अब्भत्थिओ ण लब्भइ चन्दो व्व पिओ कलाणिलओ"""	"""One does not see the moon Because it is full of water, One doesn't touch one's lover Because it has something to do with water."""
"""जे लीणभमरभरभग्गगॊच्छआ आसि णइअडुच्छङ्गे,कालेण वञ्जुला पिअवअस्स ते खण्णुआ जाआ"""	"""Those vañjula trees that were overgrown with acacia flowers Now look like vines That in time will be wiped out."""
"""खणभङ्गुरेण पॆम्मेण माउआ दूमिअ म्हि ऎत्ताहे,सिविणअणिहिलम्भेण व दिट्ठपणट्ठेण लोअम्मि"""	"""Mother, what a disgrace it is to lose one's love At the mere thought of losing it."""
"""चाओ सहावसरलं विच्छुहइ सरं गुणम्मि णिवडन्तं,वङ्कस्स उज्जुअस्स अ संवन्धो किं चिरं होइ"""	"""The bow pierces the arrow in unison, Reducing the quality of the bow, Brighter the bow And what remains of the string?"""
"""पढमं वामणविहिणा पच्छा हु कओ विअम्भमाणेण,थणजुअलेण इमीए महुमहणेण व्व वलिवन्धो"""	"""I have grown up without a wife Because of pretence, Because with breasts like this one the bees bend their necks As if to kiss."""
"""मालइकुसुमाइ कुलुञ्चिऊण मा जाण णिव्वुओ सिसिरो,काअव्वा अज्ज वि णिग्गुणाण कुन्दाण सामिद्धी"""	"""Don't think winter is content Merely to wither the summer jasmine. There must be something wrong with the virtuous kundan."""
"""तुङ्गाण विसेसणिरन्तराण सरसवणलद्धसोहाणं,कअकज्जाण भडाण व थणाण पडणं पि रमणिज्जं"""	"""A tight embrace, a steady stream of pleasantries, Is as delightful as a woman's breasts When they are bristling with excitement."""
"""परिमलणसुहा गरुआ अलद्धविवरा सलक्खणाहरणा,थणआ कव्वालाअ व्व कस्स हिअए ण लग्गन्ति"""	"""Who is not captivated by a woman's breasts, That, like a good poem, Are weighty, compact, and nicely ornamented?"""
"""खिप्पइ हारो थणमण्डलाहि तरुणीहि रमणपरिरम्भे,अच्चिअगुणा वि गुणिणो लहन्ति लहुअत्तणं काले"""	"""Take away the necklace From the breasts Of young ladies Whose beauty Is admired even by the most sophisticated Of women."""
"""अण्णो को वि सहावो वम्महसिहिणो हला हआसस्स,विज्झाइ णीरसाणं हिअए सरसाण पज्जलइ"""	"""Friend, the wretched fire of love is an odd sort of fire: in a sapless heart it goes out, In a sappy one it flares up."""
"""तह तस्स माणपरिवड्ढिअस्स चिरपणअवद्धमूलस्स,मामि पडन्तस्स सुओ सद्दो वि ण पॆम्मरुक्खस्स"""	"""So the roots of that longing, Rooted in pride, Fallen as quickly as they fall, But love has no roots."""
"""पाअपडिओ ण गणिओ पिअं भणन्तो वि अप्पिअं भणिओ,वच्चन्तो वि ण रुद्धो भण कस्स कए कओ माणो"""	"""When he speaks affectionately You speak politely, when he speaks rudely You stop him. Tell me, What exactly do you hope to gain By your pride?"""
"""पुसइ खणं धुअइ खणं पप्फोडइ तक्खणं अआणन्ती,मुद्धवहू थणवट्टे दिण्णं दइएण णक्खवअं"""	"""Wiping, wiping, scrubbing, and rubbing against the nail marks She has just left on her husband's breast."" """""
"""वासारत्ते उण्णअपओहरे जॊव्वणे व्व वोलीणे,पढमॆक्ककासकुसुमं दीसइ पलिअं व धरणीए"""	"""When the rainy season is over, Like youth with plump breasts, Has spent itself, Like the first shoots of a sapling, On the earth."""
"""कत्थ गअंअ रइविंवं कत्थ पणट्ठाउ चन्दताराउ,गअणे वलाअवन्तिं कालो होरं व कट्ठेइ"""	""""" ""Where did the moon go, And where did the rain clouds gather?"" ""- The hunter gathers the last black buck."""
"""अविरलपडन्तणवजलधारारज्जुघडिअं पअत्तेण,अपहुत्तो उक्खिविउं रसइ व मेहो महिं उअह"""	"""Watch out for the thunderclap of raindrops falling in unbroken streams. Instead of laughing, he waves at me."" """""
"""ओ हिअअ ओहिदिअहं तइआ पडिवज्जिऊण दइअस्स,अत्थक्काउल वीसम्भघाइ किं तइ समाढत्तं"""	"""Oh! what a cruel man you are, Thinking how wretched it is to suffer the same fate as you did that day."""
"""जो वि ण आणइ तस्स वि कहेइ भग्गाइ तेण वलआइं,अइउज्जुआ वराई अहव पिओ से हआसाए"""	"""Even to someone who knows nothing about it She tells who it is who has broken her bracelets. Either the poor girl is naïve Or she really loves the man who has made her so unhappy."""
"""सामाइ गरुअजॊव्वणविसेसभरिए कवोलमूलम्मि,पिज्जइ अहोमुहेण व कण्णवअंसेण लावण्णं"""	"""Aunt, Every time a young man steps on to the grindstone He rubs it all over with his hands And puts it on with a smile."""
"""सेउल्लिअसव्वङ्गी गॊत्तग्गहणेण तस्स सुहअस्स,दूइं अप्पाहेन्ती तस्सेअ घरङ्गणं पत्ता"""	"""It is a pleasure for her to meet you at your house, To tell you the truth."" That was her reply."
"""जम्मन्तरे वि चलणे जीएणं मअण तुज्झ अच्चिस्सं,जइ तं पि तेण वाणेण विज्झसे जेण हं विद्धा"""	"""Even in my next existence, O God of Love, I will dedicate my life In worship at your feet, If you promise to pierce him With the same arrow As you pierced me with"""
"""णिअवक्खारोविअदेहभारणिउणं रसं लहन्तेण,विअसाविऊण पिज्जइ मालइकलिआ महुअरेण"""	"""In the act of embracing one's lover, The distressed wife pours out juices laden with sweetwood flour."" """""
"""कुरुणाहो विअ पहिओ दुम्मिज्जइ माहवस्स मिलिएण,भीमेण जहिच्छाए दाहिणवाएण छिप्पन्तो"""	"""The traveler's wife is so distraught at the sight of her husband That she has to hide her right foot in front of him."""
"""जाव ण कोसविआसं पावइ ईसीसि मालईकलिआ,मअरन्दपाणलोहिल्ल भमर ताव च्चिअ मलेसि"""	"""O bee, To get at the jasmine's nectar You have to knead and squeeze long and hard."""
"""अकअण्णुअ तुज्झ कए पाउसराईसु जं मए खुण्णं,उप्पॆक्खामि अलज्जिर अज्ज वि तं गामचिक्खिल्लं"""	"""Tell me, my dear, It's raining just the way I did yesterday. I can still see you standing here In the village square."" """""
"""रेहइ गलन्तकेसक्खलन्तकुण्डलललन्तहारलआ,अद्धुप्पइआ विज्जाहरि व्व पुरिसाइरी वाला"""	"""She carries a flock of parrots, Her hair hangs loose, Her earrings quiver, And her hair is pallid Like a traveler's bracelet."""
"""जइ भमसि भमसु एमेअ कण्ह सोहग्गगव्विरो गॊट्ठे,महिलाणं दोसगुणे विआरिउं जइ खमो सि तुमं"""	"""If you think you're a buffalo, You're right; It's just a bunch of nice cows. If you talk nonsense about women, That's because you are."""
"""सञ्झासमए जलपूरिअञ्जलिं विहडिऎक्कवामअरं,गोरीअ कोसपाणुज्जअं व पमहाहिवं णमह"""	"""At twilight The full moon illuminates the sky Like a white lotus Placed on the head of a great elephant."""
