prakrit	english
जरमरणरोगवल्लहविओगबहुलम्मि एत्थ संसारे,जम्हा सकम्मजणियं जायइ जीवाण दुक्खन्ति	In this world, where so many people suffer from various diseases and ailments, it is the germs that cause the suffering.
तो भणइ चित्तवेगो भद्द! विसाओ न कोवि मह अन्नो,एकच्चिय मह चिन्ता कुणइ मणे दूसहं दुक्खं	So tell me," "Being anxious is a bad thing! Don't make me angry. Just worry about me, because it's going to hurt others."
सा कह वरई होही नीया नहवाहणेण रुयमाणी,जीवइ व नवा इण्हिं दट्ठुं मह तारिसमवत्थं?	Who is this bridegroom Whom all the women in the house are crying out for, Living and seeing their new man As if I were him?
एवं च जाव साहइ सो खयरो मज्झ भद्द! धणदेव!,एत्थन्तरंम्मि निसुणसु जो वुत्तन्तो तहिं जाओ	And go - between! It's my fault - My poor boy! My God! Stop my sulkiness Now - There you go," he growled.
एक्को कमलदल 'च्छो पिहुवच्छो सुरवरो तहिं सहसा,ओइन्नो गयणाओ उज्जोइन्तो दिसावलयं	A lotus is just a bunch of peacock feathers. Suddenly the rays are bright Like the rays of a sunbeam."
दट्ठुं समागयं तं वियसियवयणो य चित्तवेगो सो,अब्भुट्ठिऊण पणमइ तं देवं परमविणएण	Whether he sees it or feels it, God's going to reward him with the ultimate glory.
अह सो सुहासणत्थो तियसो संलवइ भद्द! तुह कुसलं?,मणिणो य पभावाओ नित्थिन्ना आवया विउला!	"Ah, such self - control! How stupid of you! What makes you so angry? It's because you are so touchy." "With these words the landowner's wife hastily introduced him.
तो भणइ चित्तवेगो तुम्ह पभावाओ सम्पयं कुसलं,ता सम्पइ मह साहसु महन्तकोऊहलं इत्थ	So you say," "The whole earth is corrupted by your passions; in this way I will satisfy the desires of the most courageous."
पुव्वभवे सम्बन्धो तुमए सह आसि को ममं देव!?,केण व कज्जेण तुमं आसि गओ उच्छुगो तइया?	Who is my God!?, Who is with you in all your affairs?, What made you come at all, And why are you so anxious?"
तत्तो य भणइ तियसो इमेण कज्जेण आगओ सुयणु!,सा एगमणो होउं साहिज्जन्तं निसामेहि	So tell me, is this your excuse? Go to sleep!, It's as if I'm going to sleep in silence for the rest of my life."
जम्बुद्दीवे इहइं एरवए अत्थि आरिए देसे,विजयवई नामेणं नयरी सुरनयरिसङ्कासा	Jambuddive is one of them, Atthi is another, Vijayvai is another. The girl's name is Suranyarishankasa."
तीएवि सुविक्खाओ धणभूई नाम आसि सत्थाहो,दक्खिन्नदयाजुत्तो उज्जुत्तो जइणधम्मम्मि	Such people bring good news, But their name comes from the south; In the south the sun shines brighter Than in the west.
चन्दोव्व कलानिलओ गयव्व निच्चं पयट्टवरदाणो,अणुयत्तियमित्तो वासरोव्व बुहलोयमणइट्ठो	The moon is in the sky, The horizon is dark, The rainy season is long, And the clouds are endless.
तस्स य पसन्तरूवा पइव्वया सच्चसीलदयजुत्ता,भज्जा सुन्दरदेहा सुन्दरिनामा सुविक्खाया	That was the message from her beloved:" "Truth alone triumphs, For a beautiful body begets beautiful names."
विमलं सावगधम्मं सम्मं अह ताण पालयन्ताणं,वच्चन्ति वासराइं सुसाहुजणभत्तिजुत्ताणं	I will follow you all the way to Vimalam, To Savagadharma, To the blessed fire of spring.
अह अन्नया कयाइवि पहाण सुविणेहिं सूइयं तणयं,सा सुन्दरी पसूया पभूयसुहलक्खणाइन्नं	Oh! what a beauty it is To lie in wait for the good omen of spring, To feast one's eyes On the pleasures of nature.
निज्जियअणङ्गरूवं तेएण य दिणयरस्स सारिच्छं,सोमं ससिबिम्बं पिव जिणिन्दधम्मंव सुहजणयं	For all the days that he spends abroad His beloved wife, Mother - in - law, Always gives pleasure to those whom she loves.
अह तस्स बारसाहे वोलीणे निययजणणिजणएहिं,गरुयपमोएण कयं विहिणा नामं सुधम्मॊत्ति	"Ah, what a cruel man he is, As soon as he has spoken one word at a time." "With great difficulty He remembers the name of his enemy.
धणवाहणाभिहाणो बीओ कालेण से सुओ जाओ,सोवि हु सुधम्मनामो जाओ अह अट्ठवारिसओ	Behold, the landowner's daughter - in - law has fallen asleep at dawn; behold, I go in search of happiness, for she has reached the age of eighteen.
तीए य पुरवरीए विहरन्तो अन्नया समोयरिओ,समणसयसेवियकमो सदंसणो नाम आयरिओ	Traveler, come, let me know what you think. Name me a member of the assembly who serves the common good.
अप्पडिबद्धविहारी चउदस पुव्वी गुणाण आवासो,पुव्वुत्तरदिसिभाए अवट्ठिओ नन्दणुज्जाणे	"The object of adoration resides in the observer's fourteen virtues, but the observer of virtues resides in non - existent virtues.
सव्वोपि नयरलोओ विण्ग्गिओ सूरिवन्दणनिमित्तं,धणभूईवि हु चलिओ भत्तीए तणयसञ्जुत्तो	The whole sky is blue, The birds are out to feast on the sun, And I am treading on the grass That has already wilted.
उम्मुक्कवाहणो अह दूराओ विहियउत्तरासङ्गो,तिपयक्खिणिऊण गुरुं वन्दइ परमाए भत्तीए	O shipwrecked traveler, The paths are long, The path is treacherous, And looking down the road One has to cross To reach the supreme goal.
भीमभवोयहिनिवडन्तजन्तुसन्तरणवरतरण्डम्मि,दिन्नम्मि धम्मलाभे गुरुणा,सेसे मुणी नमिउं	The earth teems with bees, Birds and beasts flock together, The teacher gives instruction on dharma, Such is the way of a sage.
उवविट्ठो सत्थाहो महिवट्ठे पुरजणेण सञ्जुत्तो,सुरीवि मोक्खमग्गं जिणधम्मं कहिउमाढत्तो	Get up, stay awake, gather the bees, decorate the people's houses, and proclaim," "Liberation is the path to liberation."
अविय सम्मद्दंसणमूलो पञ्चमहव्वयमहल्लदढखन्धो,समिईगुत्तीतवसञ्जमाइसाहापसाहिल्लो	The root of immodesty lies in the five great vows: Together, bowed and bowed, The path that leads to peace Is smooth.
विविहाभिग्गहगोच्छो मणहरसीलङ्गपत्तसोहिल्लो,वरलद्धिकुसुमकलिओ सग्ग 'पवग्गाइसुहफलओ	The plowman's wife bemoans the wide variety of flowers, The blossom of a lily of burden And the fragrance of spring."
चारित्तकप्परुक्खो वित्थरओ साहिओ जिणाणाए,दुहतावतावियाणं जियाण सरणं अणन्नसमं	A tree torn asunder, A friend conquered, A man condemned to suffer as long as he lives Is doomed to perish.
चवलाइं इन्दियाइं दुक्खनिमित्तं च विसयसङ्गोवि,कोहाइणो कसाया निबन्धणं दोग्गइए उ	The clever go - between making love and making love to indian sorrows... butcher of the elbows refuses to budge.
एक्कसि कओ पमाओ जीवं पाडेइ भवसमुद्दम्मि,भीमो य भवो बहुसो पयासिओ तीए परिसाए	One cow gives life to another buffalo, But the other buffalo preys on her Because she is so afraid.
सूरिस्स तस्स वयणं परमामयसच्छहं निसामित्ता,संविग्गा सा परिसा जहागयं पडिगया सव्वा	Without fear of the sun, With long walks in the forest, With pleasure only, One is bound to stumble upon one's lover.
सोऊण सुधम्मनामो धम्ममई गुरुगिरं निसामित्ता,संसारभउव्विग्गो पणमिय सूरिं इमं भणइ	He speaks in this way:" "I agree with you on the Dharma, I disapprove of your highnesses, And I approve of your worldly pursuits."
इच्छामि तुम्ह मूले निरवज्जं गिण्हिउं सुपव्वज्जं,जणगेहिं अणुन्नाओ भीओ जरजम्ममरणाणं	I want you to swallow your worthless roots and swallow them whole, But to suffer the same fate As if you had died
भणियं गुरुणा य तओ होउ अविग्धं तुहेत्थ वत्थुम्मि,अम्मापिऊहिं मुक्को अह सो पव्वाविओ गुरुणा	I agree, my dear, That when my brother took me in his arms You proved incompetent. But my mother - in - law has turned my back on me, And now my husband is my guru.
अब्भसियदुविहसिक्खो सञ्जमतवविणयकरणउज्जुत्तो,विहिणागुरुपामूले अहिज्जिउं सो समाढत्तो	Without a trace of jealousy or anger, Like the angry wife who begs to be forgiven, He disappears in silence.
सिग्घ महामई सो जाओ सुत्तत्थतदुमभयविहिन्नू,चुद्दसपुव्वी गुरुसाहुसम्मओ गुणगणावासो	With a broad smile on her face She goes from strength to strength, With fear and longing She keeps count of her virtues Until her husband returns.
नाऊण जोगयं से सुहरिक्खे सूरिणा नियपयम्मि,अहिसित्तो सूरीवि य संलिहियतणू गओ मोक्खं	Now, if you want to be happy, Just set fire to the sun and let the sun find its way back home.
समणगणसम्परिवुडो सुहम्मसूरीवि विविहदेसेसु,बोहिन्तो भवियजणं विहरइ पुरगामनगरेसु	Diverse countries boast of pleasant summers, But in the old town the traveler's wife made him wander.
धणवाहणोवि कमसो वड्ढन्तो पञ्चधाइपरियरिओ,पत्तो कुमरभावं अहिज्जिओ तह कलानिवहं	The smoker has less work, grows five times as much, and has no more leaves than an eel.
पत्तो य जोव्वणं सो कामिणिजणहिययचोरणसमत्थं,पिउणा य तन्निमित्तं वरिया वररुवसम्पन्ना	After all, youth is like stealing from a lover, Like drinking from one's lover Until the bridegroom has had his way.
सिरिसुप्पइट्ठनयरे धूया हरिदत्तपवरइब्भस्स,विणयवईसंमूया 'णङ्गवई नाम वरकन्ना	Sirisuppa, On this day the gods bathe in the fragrance of turmeric flowers." "Nangavai is the name given to a bridegroom's name.
महया विच्छड्डेणं परिणीया सोहणम्मि सा लग्गे,धणवाहणेण तत्तो आणीया निययनयरीए	The buffalo is crossing the river, Parineeti is sitting on her lap, And the elephant is riding on her back.
अह सो तीए रत्तो जोव्वणवररुवसोउमल्लेसु,गाढं विसयासत्तो गयंवि कालं न याणाइ	Oh! the way she walks, Swollen with youth, Not knowing when the darkest hour has passed."
अह अन्नया सुधम्मो विहरन्तो मुणिवरो तहिं पत्तो,विजयवईनयरीए वासारत्तस्स पारम्भे	Ah! the path is smooth, The path is slippery, Like a river in spate When swept by the triumphant stream.
साहूहिं तत्थ वसही विमग्गिया ताहि सत्थवाहेण,धणभूइणा विदिन्ना सुविसुद्धा जाणसालासु	The landowner's son - in - law lives in such a way that, with his faithful wife and children at hand, he acquires a good reputation.
नियपरियणेण सहिओ सत्थाहो एइ गुरुसमीवम्मि,सामाइयाइजुत्तो संविग्गो सुणइ जिणघम्मं	Friend, be patient: This is the teacher's third hour, And when he sits down to explain it to you, He listens intently.
धणवाहणो उ दइयासुरयसुहासत्तमाणसो धणियं,पिउणा भणिओवि दढं न ए इ गुरुवन्दओ कहवि	The master said," "You have to drink water, To enjoy the pleasure Of being treated with compassion - There is no medicine for it."
अहतं विसयासत्तं गुरुरागं धम्मकरणनिरवेक्खं,परिचत्तसेसकज्जं दट्ठुं लहुभायरं गुरुणो	Without a trace of pride I shall never forget how my teacher treated me: He looked at me with such longing That I could never forget him.
जाया एसा चिन्ता भाया मे रागमोहिओ वरओ,जिणवयणबाहिरमई इन्दियविसएसु आसत्तो	If I think of it this way, angry young man, I hope to live some other way In India also.
दुल्लहमवि मणुयत्तं पावित्ता धम्मविरहिओ एसो,गच्छिस्सइ नरयम्मि घोरासु य तिरियजोणीसुं	"Here comes the God of Love, Friend of God, Who is devoid of purity and purity: There goes the man whose hair falls to the ground In a trance.
केणावि उवाएणं बोहेमि रागमोहियं एयं,एवं विचिन्तिऊणं गुरुणा सद्दाविओ भाया	Somebody said," "I'm very angry, and the teacher thought it was a joke."
महया उवरोहेणं समागओ वन्दिऊण तो सूरिं,उवविट्ठो से पुरओ अह सूरि भणिउमाढत्तो	When the sun rises Above me I gather affection, When the wind blows it is only the sun.
पोग्गलपरियट्टेहिं बहूहिं सम्पाविऊण मणुयत्तं,हारेसु मा मुहाए विसयामिसमोहिओ भद्द!	By confining yourself to your lover's house, you will not hurt the feelings of others. So do not trouble yourself by turning your back on him!
विसएसु दढं सत्ता सत्ता बन्धन्ति असुहकम्माइं,तव्वसओ संसारे भमन्ति अहमासु जोणीसु	Such wicked men seize power, seize it, cause hurt, and then roam the world as though they had no more.
वहबन्धमारणाई नाणाविहवेयणाओ नरएसु,पाविन्ति विसयगिद्धा दूसहाओ दीहरं कालं	She is not afraid of being tied up, Of being robbed of her coin, But of a long life, Two hundred and fifty years.
अच्छउ ता परलोए इहेव पाविन्ति गुरुयदुक्खाइं,विसयपसत्ता दुद्दन्तइन्दिया देहिणो बहवे	But really, these are the sorrows of a miser's past, For after a long illness The rivers of milk flow towards India."
मोत्तूण निययजूहं करेणुसुहसुरयफासपडिबद्धो,बद्धो वारीबन्धे फासेण गओ गओ निहणं	The farmer has committed suicide, The farmer is committing suicide, And the farmer has gone into hiding Because he was so caught up in the trap.
रसणिन्दियम्मि लुद्धो विद्धो गलएण मच्छओ निहओ,धाणिन्दियम्मि सत्तो पत्तो उरगोवि मरणदुहं	A snake bites a lotus, A mosquito pierces a rose, And seven emeralds stick to the water of love, Which is the poison of death.
उज्जोइयसयलदिसं दीवसिहं पेच्छिउं पयङ्गोवि,तग्गहणरओ मरणं पत्तो नणु चक्खुदोसेण	The fire that burns bright, The lamp that burns red, Looks like a scarecrow's tail - One that bristles at the slightest sign of death.
गोरीसद्दासत्तो निच्चलतड्डवियकन्नजुयलिल्लो,सवणिन्दियदोसेणं मिओ मओ वाहबाणेण	The dog was immovably wounded by the sharp arrows Of the God of Love, And the elephant was wounded by them.
एक्किक्किन्दियवसगा एए सव्वेवि पाविया निहणं,पञ्चिदियवसगाणं नराण पुण का गई होज्जा?	With the one and only God, all sinners have passed away, but with the song of the five days, has sin returned?"
ता पञ्चिदियवसगो विसयसुहं सेविऊण मा भद्द!,धम्मोवज्जणरहिओ वच्चसु घोरम्मि नरयम्मि	So do not be alarmed when five days are passing and you enjoy your pleasure! There is something very wrong with you, poor girl, Being led astray by false gods."
किज्जउ धम्मम्मि मई विसयसुहं उज्झिऊण ता इण्हिं,सहलीकरेसु सुन्दर! अइदुलहं मणुयजम्मन्ति	"Why, dhammammy, If you want to awaken the ecstasy of longing, You'd better take me with you! I swear by people who are born with eyes like that.
एयं गुरुणो वयणं निसम्म धणवाहणो इमं भणइ,इच्छामि तुम्हवयणं किं पुण निसुणेह मह भणियं	It is the master's fault I speak of him as a dishonest jeweler; I want you to understand why I always speak of you.
अइनेहपरा वरई खणमवि विरहं न सक्कए सọ̄धुं,दइया 'णङ्गवई मह तेण न सक्केमि तं मोत्तुं	A miser's wife cannot separate herself from her lover, For I can't kill her if she gives birth to him."
तुब्भम्पि वन्दणत्थं आगमणं तेण होइ न मज्झ,मह विरहे सा वरई इण्हिम्पि हु अच्छए किच्छं	It is not for me to speak of your return, for apart from me the bridegroom is bound to come. How can I help it?
तत्तो गुरुणा भणियं चञ्चलचित्ताणं महिलिआण कए,को व सकन्नो पुरिसो हारिज्जा अप्पयं भद!	Well, master, tell me, Who can beat a man's head with such agility When it comes to women?
पवणुद्धुयधयचञ्चलचित्तासुं महिलिआसु आसत्तो,जो धम्मम्मि पमायइ,सो काउरिसो न सप्पपुरिसो	If there is a woman with a firm faith and a steady mind, Who follows the dharma, She is not cowardly, Nor is she pure.
अविय अन्तोविसभरियाओ मणहररुवाओ बज्झवित्तीए,गुञ्जाफलसरिसाओ हॊन्ति सभावेण महिलाओ	Lovely women, Full of beauty and fragrance, Buzzing with thunder and lightning, Proud ladies."
सच्चदयसोयरहिया अकज्जनिरयाओ साहसधणाओ,भयजणणीओ,तासुं को व सकन्नो रइं कुज्जा?	You honesthearted ones, You tireless workers, You brave women, You fearful ones, Who then can be so cruel?
रत्ताओ हरन्ति धणं पाणेवि हरन्ति तह विरत्ताओ,रागेवि विरागेवि य भयङ्करा दुट्ठजुवईओ	The nights are long, The riches are abundant, The days are fleeting, The weeks are angry, and the nights are frightful.
अन्नं चिन्तेन्ति मणे नियन्ति अन्नं धडेन्ति अन्नेण,चलचित्ताणं ताणं को नाम हविज्ज वल्लहओ?	They think of food, They decide what should be eaten, They study food, And who needs a name If he has a good mind?
मारेन्ति पइ जारस्स कारणे तम्पि हन्दि! अन्नट्ठा,वीसासन्ति य अन्नं सब्भावं नेय पयडेन्ति	"My brother - in - law has committed suicide because his wife is adulterous! In the end, they will all perish as a result of their greed.
किं बहुणा भणिएणं जाओ य हणन्ति निययपुत्तम्पि,को नाम पिओ तासिं हविज्ज चवलाण महिलाण?	Why so many people are going to say,'He killed my youngest son," "and'I killed his first wife "?
ता भद्द! एरिसाणं तडिच्छडाडोवचवलहिययाणं,महिलाण कए को इह हविज्ज सịधिलायरो धम्मे?	"That's nasty! It's as if a flock of parrots has been introduced to the river For the first time in a month." "Who is going to decorate this sacred place for women?
इय गुरुभणियं सोउं विहसिय धणवाहणेण संलत्तं,अन्नाओ जुवईओ एवंविहदुट्ठचरियाओ	This is Guru Bhaniam's daughter - in - law attached to her husband's carriage, and his brothers are juveniles and widowers.
मह महिला पुण सरला पइव्वया सच्चसीलदयजुत्ता,अणुरत्ता सुविणीया थिरनेहा गुरुजणे भत्ता	My dear, A decent woman is one who gives her all, Who is truthful, Who listens to her husband's advice, And who is generous with her gifts?
सरिसा सा कह होज्जा असुद्धचरियाण अन्नमहिलाण?,लोहतुरङ्गाईणं दीसइ गुरु अन्तरं लोए	Sirisa, how come you are such a friendly person?," "The iron bracelet shows the inner world of the master."
तत्तो गुरुणा भणियं मणोहरा तुज्झ जइवि सा महिला,तहवि हु उवभुज्जन्ता सरणी सा नरयनयरस्स	Master, tell me, If you like being a woman, You'd better take me in your arms When I'm with you On the river bank.
जह किम्पागफलाइं भुत्ताइं दुहावहाइं इह हॊन्ति,तह इत्थीसुरयसुहं मणहरमवि दोग्गइं नेइ	As the nectar of an early summer sun does not rob a pleasant man of his pleasant pastime, As the kimpa fruit roasts twice in the afternoon.
जह विसमीसं सरसम्पि भोयणं जीवियं हरइ भुत्तं,तह सुन्दरावि रमणी रमिया नणु दोग्गइं देइ	As soon as one has spent one's life in penury, That lovely young girl gives birth to two handsome sons.
ता उज्झसु अणुरायं कुगइनिमित्ताए निययदइयाए,पञ्चमहव्वयजुत्तो होसुं तुमं चरणनिरउत्ति	Then, please, arrange for Kugai Puraskaram in the morning, for the five great vows will bring you to your feet."
एवं दिवसे दिवसे संवेगकरेहिं महुरवयणेहिं,बोहिज्जन्तो मणयं जाओ अह पयणुरागो सो	And every day I get more and more emotional. But please, my traveler, be careful not to fall into the trap of overspending yourself.
अन्नदिणे एगन्ते गुरुपुरओ अञ्जलिं करेऊण,धणवाहणो स एवं वज्जरई परमसंविग्गो	Now when the elders come together, They perform the rites of adoration; The warrior and his wife enter into supreme communion.
तुम्हाणममयभूए वयणे निसुएवि मज्झ हिययाओ,किं नो सक्कइ रागो विसंव दुट्ठस्स सप्पस्स?	O my heart, How is it that you are so angry With me, And I am so helpless When you are away?
भयवं! ताव न तुट्टइ दइयाए उवरि सव्वहा रागो,नवरं करेमि एक्कं जइ जुत्तं तुम्ह पडिहाइ	"Be afraid! Don't let that break you. Everyone is angry with you. I'll do it again If only you could fall in love With me.
सुरयसुहनिप्पिवासो दिक्खं गिण्हामि तुम्ह पामूले,दइयाए समं अहयं दंसणमित्तेण सन्तुट्ठो	I can count on you, my dear, To look at you in the sun, To be satisfied with my presence at your feet.
एवं ववत्थियम्मि जइ जोग्गं देह मज्झ तो दिक्खं,तीए अदंसणेणं सक्केमि न जीवियं धरिउं	And if I see your body as it is now, I cannot help but live to see it.
तव्वयणं सोऊण य सुधम्मसूरि विचिन्तए एवं,पेच्छह अइदुरन्तो रागो कह विलसए लोए?	When you think back on your dreams and dreamt them over, Do you see how people become angry at each other And lose their cool?
एवम्पि ता दिज्जउ पव्वज्जा ताहि गहियसुत्तत्थो,सयमेव विवेगजुओ उज्झिस्सइ रागसम्बन्धं	Only then will you be able to give expression To what is deeply rooted in your soul, Always stirring up the most discerning of emotions.
एवं विचिन्तिऊणं अणङ्गवइयाए सञ्जुओ ताहे,धणवाहणो सभाया गुरुणा पव्वाविओ विहिणा	And when the hunter's wife saunters in, The hunter is deprived of his treasure, And the huntsman his master.
चन्दजसानामाए मयहरियाए समप्पिया सावि,साहुणिगणमज्झगया सिक्खइ वरसाहुणीकिरियं	Aunt, When the moon is full of moonlight She forgets how to sleep. When the clouds gather She learns how to make rain
एवं च ताण दोण्हवि परोप्परं जाव तुट्टइ न रागो,बहुणावि हु कालेणं सुत्तत्थ विसारयाणम्पि	And yet, when the twain are face to face One does not get angry, For sometimes I get angry And go on making love."
ताव य गुरुणा भणियं एगन्ते भारईए महुराए,एयं न जुत्तमहुणा उत्तमसत्ताण तुम्हाण	When your master tells you that he intends to marry you, That does not make you a better man.
अविरइजुवइजणेवि हु सवियारपलोयणम्मि साहुस्स,पायच्छित्तं गरुयं भणियं सुत्ते जिणिन्दस्स	I will never forget how my parents made me feel When I was a child, When I tried to escape, And when I fell asleep beside my parents.
जं पुण साहुणि विसए सवियारपलोयणं तु साहुस्स,तं भद्द! गुरुअणत्थस्स कारण वन्नियं समए	You have to endure whatever wrongs you commit, As long as you practice good manners! It is because of your parents That you have committed a crime."
इयरमहिलाजणेवि हु दिट्ठीपाओ न होइ जुत्तोति,किं पुण समणीविसए अबोहिबीयस्स मूलम्मि?	I have not had the pleasure of seeing you in person, my dear. So why, Mr Abohibious, should I contact you again?
ता उज्झिय अविवेयं रागं अवहत्थिऊण भावेण,परिहरसु सव्वहच्चिय दिट्ठिकुसीलत्तणं एयं	So lift up your senses, Unhindered by anger, With emotion that transcends everything You have ever seen.
एवं गुरुणा भणिओ संविग्गो सोवि चिन्तए एवं,अइरागपरवसस्स ओ धी!धी! मह निव्विवेयस्स	And the master said," "I suppose you have had your way." "And, being impatient, he closed his eyes and took me in his arms.
जो हं पणट्ठलज्जो गयरायपयम्मि वट्टमाणोवि,साहुजणनिन्दणिज्जं रागं न चएमि छड्डेउं	I will not give up my anger Which was kindled by my husband's flattery, Which grew thicker as the night wore on.
लद्धूणवि निरवज्जं पव्वज्जं दुट्ठरागपडिबद्धो,होहामि पुन्नरहिओ दीहरसंसारआभागी	I will persevere long and hard, For my husband is safe, And my life hangs in the balance.
ही जीव! पाव! भमिहिसि नारयतिरिएसु दीहरं कालं,अविसयपयट्टरागो लद्धूणवि धम्ममणवज्जं	"O soul! Wretched body! For so long a time you have been on the earth Doing nothing But fighting for the right to life.
एवं भावेन्तस्सवि धणवाहणसाहुणो न उत्तरइ,अणुरागो तव्विसए ताएवि य तस्स उवरिम्मि	And the brother - in - law does not reply to the supplicant's salutation, For when he replies, It is as if he were her lover."
एवं वच्चइ कालो सञ्जमतवविणयकरणनिररयाणं,गुरुआणासम्पाडणपराण अह ताण दोण्हम्पि	And just like that, when he sits down to listen to the teacher explain the passage of time, He recoils in grief."
अह अन्नया कयाइवि भगिणीए वसुमईए सञ्जुत्ता,चलिया 'णङ्गवई वियारभूमिए बहियाओ	Oh! my poor sister - in - law! What a waste of time it is to sit here And wander about barefoot.
दिट्ठो य ताहि एगो महिलासहिओ नरो उ उम्मत्तो,धूलिरयधूसरङ्गो जरचीवरचीरियाइन्नो	Look, there's a woman next door. Look, Ummmmmm, The dust cloud is just like a pair of scissors."
उगायन्तो बहुहा नच्चन्तो डिम्भसत्थपरिकिन्नो,तं दुट्ठुमणङ्गवई सुइरं पुलएइ तं जुयलं	To grow, to wither, To dry up, To burn with the same fire As the twigs of an eel.
तत्तो तीए भणियं भगिणीए सुलोयणाए अणुहरइ,अज्जो! एसा जुवई गहगहियनरस्स पासत्था	"That's her brother - in - law shaking his head." "Today! It's the young Gahagian's wife Pastha.
भणियं च वसुमईए सुइरं निज्झाइऊण सविसायं,सच्चिय एसा अम्हं भगिणी ओ सुलोयणा नाम	"My brother and sister - in - law have passed away, but this is really the name of my sister and my lover.
परिणीया आसि पुरा सुबन्धुणा मेहलावइपुरीए,दिट्ठा कणगरहेणं कयाइ अह रायउत्तेणं	Parinaya is a pure beauty, Like the pearl of a garland When it comes to making jewelry."
अन्तेउरम्मि छụ̄धा अइगुरुअणुरायहरियहियएण,सयलोरोहपहाणा जाया अह तस्स वल्लहिया	There is a fire in the kitchen, It's gotta be hotter than normal, It has to go faster than the moon And then there's the girl next door."
एयं मह पच्चक्खं सव्वम्पि हु सासुरे वसन्तीए,वित्तं,तुमएवि सुयं अज्जे! लोयप्पवायाओ	It's my fifth birthday, I live with my mother - in - law. But, my dear, you're already so busy! People are tricking you."
एसो गहगहियनरो दीसइ सरिसो उ रायउत्तस्स,ता एसो कणगरहो एसावि सुलोयणा नूणं	This is like looking into the deep hole, Like a river in spate, So is the nail mark on the nail."
भणियमणङ्गवईए सम्भासेमो इमं तु नियभगिणिं,किं अम्हे परियाणइ,अहवाविअ भम्भला एसा	You are innocent, my dear, But in this case I must be lying. How can I be an innocent? It is as though I had nothing to fear.
तत्तो गन्तुं दोहिवि महुरं आभासियावि सा जाहे,नवि जाणइ किञ्चि फुडं बोल्लइ य बहुअसम्बध्धं	There you go, Two bees sitting side by side, Face to face, Knowing new things about each other And talking a lot.
ताहे दोवि जणाइं सुधम्मसूरिस्स पायमूलम्मि,करुणापराहिं अज्जाहिं ताहि नीयाइं सविसायं	That's what my good wife tells me:" "I'm fine, doting mother - in - law, Compassionate wife - Now I can take care of myself."
भणिओ अज्जाहिं गुरू एसा अम्हाण जिट्ठभगिणी ओ,किं होइ नवा भयवं! जाया उम्मत्तिया कहवा?	She said," "My lord, This woman is so hard on us, What is there to be afraid of again? Tell me, is it really you?"
भणियं गुरुणा तत्तो नाणेण वियाणिऊण परमत्थं,सच्चिय सुलोयणा सा कणगरहो एस जुवराया	A brother is valuable only when there is a teacher, A friend is precious even when one is young, And a truthful husband is valuable Even when he is poor.
जोगो मइमोहकरो सीसे खित्तो इमाण सुत्ताण,एक्काए सवत्तीए ईसावसगाढकुद्धाए	If my lover is angry enough, he can suck it all in one sip.
तस्स वसेणं दोण्हवि मइसंमोहो इमाणं सञ्जाओ,रन्ना य तओ विज्जा बहवे सद्दाविआ तत्थ	There he dwells, Both buffalo and buffalo, In this very forest. While the stream is flowing He sheds forth wisdom."
न य केणवि पउणाइं कयाइं कालेण रक्खगनराण,कहवि पमायपराणं नीहरियाइं इमाइं तु	No one will ever forget how you saved me, Not just because my parents died a long time ago.
भणियं च वसुमईए भयवं! एयाण मूढचित्ताणं,जइ पेच्छह उवयारं,पडिजोगं देह चिन्तेउं	"The land is empty And the people are afraid! Such is the mind. If you look down the road You will see the bush. Instead of the land, you will think of the body.
तत्तो गुरुणा तेसिं दिन्नो उम्मायनासणपडिट्ठो,पडिजोगो,जायाइं दोण्णिवि अह सत्थचित्ताइं	So the Guru gave them to us: the feet, the limbs, if we are both of the right mind.
दट्ठूण भगिणिजुयलं सुलोयणा विम्हिया इमं भणइ,किं नाम इमं सुमिणं किंवा मइविब्भमो एस?	He looks at me and says,'Young girl, tell me," "What is your name, my darling, or my mother's name?
सा कत्थ अम्ह नयरी सा य विभूई य ते अलङ्कारा,कह धूलिघूसराइं इह म्हि सम्पावियाइन्ति?	Where is she that I am naked, Or that she is wearing jewelry? What sort of dust mites can accomplish this to me?"
दोन्निवि गहियवयाओ कत्थ व भगिणीओ मज्झ इहइं तु?,ता नूण इन्दयालं एयं अहवावि सुमिणन्ति	How are you, my brother - in - law, And how are you faring amongst your sisters? But this is the first time you have spoken to me In India."
तत्तो य वसुमईए कहियं उम्मायकारणं सव्वं,जाव य गुरुमाहप्पा नट्ठो तुम्हाण उम्माओ	Since then I can say that you have done everything for me, except that your parents never stopped praising you.
जइया य तुमं भद्दे! छụधा अन्तेउरम्मि जुवरन्ना,तइयच्चिय खयरेणं मायाइ सुमङ्गलेण अहं	"You bastard! I'm really angry. Your long hair looks like a bow, And your breasts look like jasmine's lips. In this case, I am in a state of ecstasy.
भुत्ता पभूयकालं धणवइदेवेण बोहिया तत्तो,जाया चन्दजसाए पयमूले सुयणु! पव्वइया	"Aunt, When the moon is full of stars It looks like a lotus on the face Of the God of Love! It has already fallen asleep in a sapless sleep.
एसावि अणङ्गवई धम्मं सोऊण भवभयुव्विग्गा,नियभत्तुणा समेया पव्वइया एत्थ गच्छम्मि	This is how the God of Love regards His wife, Who at one and the same time goes about her business as usual.
